正反同义标签,格式标签,否定式,肯定式
1,差点没,”“我演戏并非因为我是演员，而是因为我是研究契诃夫戏剧的，我的俄国导师对我说，要想真正体会到契诃夫，光读他的书不行，必须到舞台上去站一站……”“姐姐这一站不要紧，差点没站出个大明星……噢，不不，差点没失去个大作家。,”“我演戏并非因为我是演员，而是因为我是研究契诃夫戏剧的，我的俄国导师对我说，要想真正体会到契诃夫，光读他的书不行，必须到舞台上去站一站……”“姐姐这一站不要紧，差点没站出个大明星……噢，不不，差点失去个大作家。
1,差点没,”猛一听“辛苦啦”这三个字，林雁冬差点儿没乐出来：我这么卖命干，我们领导都没说一声“辛苦”，还得等人家八竿子打不着的人来说，真够逗的！,”猛一听“辛苦啦”这三个字，林雁冬差点儿乐出来：我这么卖命干，我们领导都没说一声“辛苦”，还得等人家八竿子打不着的人来说，真够逗的！
1,差点没,再说，就为这一个“林苑”，文革时差点没把她斗得死去活来，她是再也不想提这个的了。,再说，就为这一个“林苑”，文革时差点把她斗得死去活来，她是再也不想提这个的了。
1,差点没,我本来不大喝酒，又吃过饭了，差点儿没说出宁愿喝可乐的话，幸亏及时想到自己是来道谢的，再提什么要求就不像话了，马上把可乐的念头打住，在饭桌前坐了下来。,我本来不大喝酒，又吃过饭了，差点儿说出宁愿喝可乐的话，幸亏及时想到自己是来道谢的，再提什么要求就不像话了，马上把可乐的念头打住，在饭桌前坐了下来。
1,差点没,末了腐蚀剂还漏出来，差点没在脸上添个洞。,末了腐蚀剂还漏出来，差点在脸上添个洞。
1,差点没,”他就是差一点儿没有说：咱们分道扬镳吧！,”他就是差一点儿说：咱们分道扬镳吧！
1,差点没,”郭健一听难得的“人才”这几个字，差一点没捧腹大笑起来。,”郭健一听难得的“人才”这几个字，差一点捧腹大笑起来。
1,差点没,”罗桂香瞪着满是愤怒的眼睛说，“昨天这一夜我这脑袋又差一点没疼两半儿了。,”罗桂香瞪着满是愤怒的眼睛说，“昨天这一夜我这脑袋又差一点疼两半儿了。
1,差点没,两个人来到夜总会，胡延平把门一打开，一股潮湿气和物品腐烂混合在一起的怪味就扑面而来，熏得郭健差点没干呕起来，连大气都不敢喘。,两个人来到夜总会，胡延平把门一打开，一股潮湿气和物品腐烂混合在一起的怪味就扑面而来，熏得郭健差点干呕起来，连大气都不敢喘。
1,差点没,”钟运来听了他这些话，差点没喷口大笑起来，他心里想：你还做得正，行得端？,”钟运来听了他这些话，差点喷口大笑起来，他心里想：你还做得正，行得端？
1,差点没,”赵巧茹又有声有色地说，“我一看也把头发烫得又焦又黄，差一点没问她，好好的头发，干啥要去把它烫成这么个炸尸的头？,”赵巧茹又有声有色地说，“我一看也把头发烫得又焦又黄，差一点问她，好好的头发，干啥要去把它烫成这么个炸尸的头？
1,差点没,最让肖明难以容忍的是，有一次，他去外地学习回来，报销差旅费和学习用品时，正队长在填好的报销单上都签了字，可她就是找了一大堆理由，说啥也不给报销，把他气得鼻子差一点儿没歪到五台山去。,最让肖明难以容忍的是，有一次，他去外地学习回来，报销差旅费和学习用品时，正队长在填好的报销单上都签了字，可她就是找了一大堆理由，说啥也不给报销，把他气得鼻子差一点儿歪到五台山去。
1,差点没,当时，负责主持分房工作的人也差点没让她气得躺在地上翻白眼儿。,当时，负责主持分房工作的人也差点让她气得躺在地上翻白眼儿。
1,差点没,”“杜宁，”张琼差点没跳起来，“你疯啦！,”“杜宁，”张琼差点跳起来，“你疯啦！
1,差点没,”钟运来听了他对赵巧茹这顿眉飞色舞的夸奖，差点没说出：“你别让我起鸡皮疙瘩了。,”钟运来听了他对赵巧茹这顿眉飞色舞的夸奖，差点说出：“你别让我起鸡皮疙瘩了。
1,差点没,”钟运来生气地大声说，“刚才差一点没让人家稀里糊涂地给拉到客房里去，我还高兴呢，我都快要气死了！,”钟运来生气地大声说，“刚才差一点让人家稀里糊涂地给拉到客房里去，我还高兴呢，我都快要气死了！
1,差点没,夜总会的屋顶都差点没让你的歌声给鼓起来。,夜总会的屋顶都差点让你的歌声给鼓起来。
1,差点没,肖明看着看着，差一点没失声大叫起来，他实在无法看下去了，闭着眼睛转身就逃一般地走了。,肖明看着看着，差一点失声大叫起来，他实在无法看下去了，闭着眼睛转身就逃一般地走了。
1,差点没,就连总经理都差点没穿着衬衣衬裤让公安局的给带走了，这件事还上了电视呢。,就连总经理都差点穿着衬衣衬裤让公安局的给带走了，这件事还上了电视呢。
1,差点没,”站在门口的郭健听了这句话，差一点没笑出声来：这叫什么话呢？,”站在门口的郭健听了这句话，差一点笑出声来：这叫什么话呢？
1,差点没,”她的话差一点没让郭健捧腹大笑起来，苗莉莉也一直怔怔地拿眼盯着她，好像是在确认她精神是否正常。,”她的话差一点让郭健捧腹大笑起来，苗莉莉也一直怔怔地拿眼盯着她，好像是在确认她精神是否正常。
1,差点没,一次，是我和小眼镜、亨亨几个人在一起胡聊，正在讲两天前的夜里，在校部看电影时，差点儿没打起来的一场群架。,一次，是我和小眼镜、亨亨几个人在一起胡聊，正在讲两天前的夜里，在校部看电影时，差点儿打起来的一场群架。
1,差点没,”罗水泊讲到这一句话，用力地挥舞着拳头，差点儿没打着我的鼻子，哈！,”罗水泊讲到这一句话，用力地挥舞着拳头，差点儿打着我的鼻子，哈！
1,差点没,”我差点儿没笑出声。,”我差点儿笑出声。
1,差点没,昨晚你发了那样大的火，差点没吃了我。,昨晚你发了那样大的火，差点吃了我。
1,差点没,我还当是什么宝贝东西，跑到邮局排了半天队，出了几身汗，拿到包裹用手捏一捏，里面装的东西圆鼓鼓，软慧蔫，凑到鼻子底下闻一闻，我差点没把它扔到水里去。,我还当是什么宝贝东西，跑到邮局排了半天队，出了几身汗，拿到包裹用手捏一捏，里面装的东西圆鼓鼓，软慧蔫，凑到鼻子底下闻一闻，我差点把它扔到水里去。
1,差点没,当时我差点没哭出来，心想她实在是了解我，不但知道我一定会去，更事先体谅我会常常想念她的心理需求，竟然放弃了这栋房子可以充份利用的经济价值，让它闲置在此，只为了我偶尔想到过来这么一次两次的可能性。,当时我差点哭出来，心想她实在是了解我，不但知道我一定会去，更事先体谅我会常常想念她的心理需求，竟然放弃了这栋房子可以充份利用的经济价值，让它闲置在此，只为了我偶尔想到过来这么一次两次的可能性。
1,差点没,四下亮成一片，耳中响着披头的音乐，差点没把自己吓坏了。,四下亮成一片，耳中响着披头的音乐，差点把自己吓坏了。
1,差点没,”大伙儿一听差点没跌倒！,”大伙儿一听差点跌倒！
1,差点没,出来后老二也觉得今天感觉不对，问东问西地，差点没把我烦死。,出来后老二也觉得今天感觉不对，问东问西地，差点把我烦死。
1,差点没,”差点没呛到，接连咳了好几声。,”差点呛到，接连咳了好几声。
1,差点没,好不容易挣脱出来，差点没把我给吵死。,好不容易挣脱出来，差点把我给吵死。
1,差点没,她喝了第一口时，差点没吐出来。,她喝了第一口时，差点吐出来。
1,差点没,”和我母亲骂小的儿的词汇一样，只是嗓门要高出许多，不记得父亲在什么场合喊过这么漂亮的一嗓子，倒也听过一这一嗓子，倒真把小的儿吓坏了，冷不防，她打了一个冷战，一连向后退了三步，险一些，小的儿差一点没跌倒在地上。,”和我母亲骂小的儿的词汇一样，只是嗓门要高出许多，不记得父亲在什么场合喊过这么漂亮的一嗓子，倒也听过一这一嗓子，倒真把小的儿吓坏了，冷不防，她打了一个冷战，一连向后退了三步，险一些，小的儿差一点跌倒在地上。
1,差点没,……差点没要了殷长官和我的命，这真是狭路相逢，送到我手上来了，他是我不共戴天的仇人，去年我逮着他要执行，忽然被川岛芳子那个婊子劫走，说是由她的‘小白龙’特工把这个家伙枪毙了，哼，谁想他还活着！,……差点要了殷长官和我的命，这真是狭路相逢，送到我手上来了，他是我不共戴天的仇人，去年我逮着他要执行，忽然被川岛芳子那个婊子劫走，说是由她的‘小白龙’特工把这个家伙枪毙了，哼，谁想他还活着！
1,差点没,”小孩醒来，差一点没有吓得掉下牛背。,”小孩醒来，差一点吓得掉下牛背。
1,差点没,”他捏起喉咙装着刘大人腔调：“这位康仁龙虽然不是三考出身，没有功名，却是一肚才华，满腹锦绣……”刘大人气得差一点没有翻了白眼。,”他捏起喉咙装着刘大人腔调：“这位康仁龙虽然不是三考出身，没有功名，却是一肚才华，满腹锦绣……”刘大人气得差一点翻了白眼。
1,差点没,”蒲刘氏：“衙门里有一个姓康的，叫什么康利贞，不正经的东西，长一双色眼，昨天差一点没有让我一棍子打断他的狗腰。,”蒲刘氏：“衙门里有一个姓康的，叫什么康利贞，不正经的东西，长一双色眼，昨天差一点让我一棍子打断他的狗腰。
1,差点没,阿泉也跟文雄说得差点儿没翻了脸！,阿泉也跟文雄说得差点儿翻了脸！
1,差点没,那个人看样子有三十多岁，还戴着脚镣，一出来就扑倒在周炳怀里，差一点儿没有摔在地上。,那个人看样子有三十多岁，还戴着脚镣，一出来就扑倒在周炳怀里，差一点儿摔在地上。
1,差点没,那棍子只差一点儿没有打着他的脑袋。,那棍子只差一点儿打着他的脑袋。
1,差点没,胡树、胡松两兄弟将身一拱，象两匹小老虎似地跳了出来，一个搂着周炳的脖子、一个缠着周炳的腰，把他按到饭桌旁边的木板床上坐下，差一点没跟他三个人滚做一团。,胡树、胡松两兄弟将身一拱，象两匹小老虎似地跳了出来，一个搂着周炳的脖子、一个缠着周炳的腰，把他按到饭桌旁边的木板床上坐下，差一点跟他三个人滚做一团。
1,差点没,这小高也太讨厌了，我差一点没哭出来。,这小高也太讨厌了，我差一点哭出来。
1,差点没,才顺过气，满脸通红，听到柯政伟的话，差点没晕倒。,才顺过气，满脸通红，听到柯政伟的话，差点晕倒。
1,差点没,她停下脚步，身子晃了晃差点没摔倒，突然俯下身子一阵呕吐，吧间顿时弥漫起一股腥臭的酒气。,她停下脚步，身子晃了晃差点摔倒，突然俯下身子一阵呕吐，吧间顿时弥漫起一股腥臭的酒气。
1,差点没,当赵保明的第三个儿子生出来是个瞎子的时候，赵保明终于查出了他的妻子陈彩霞偷偷在外面搞迷信拜鬼神的事，他差点儿没把老婆活活打死。,当赵保明的第三个儿子生出来是个瞎子的时候，赵保明终于查出了他的妻子陈彩霞偷偷在外面搞迷信拜鬼神的事，他差点儿把老婆活活打死。
1,差点没,差点儿没把传教士吓死。,差点儿把传教士吓死。
1,差点没,幸好马局长抗震能力强，差点没栽倒，真是活见鬼，球都跑到人头上来了，要是往日，马局长准会把那个肇事的学生骂得狗血淋头，叫他一个星期都干不了，回头还得让学生家长双双来陪罪。,幸好马局长抗震能力强，差点栽倒，真是活见鬼，球都跑到人头上来了，要是往日，马局长准会把那个肇事的学生骂得狗血淋头，叫他一个星期都干不了，回头还得让学生家长双双来陪罪。
1,差点没,结果，车子开得像鸡飞狗跳一样，路边的人个个都吓得失魂落魄——差点没撞上人。,结果，车子开得像鸡飞狗跳一样，路边的人个个都吓得失魂落魄——差点撞上人。
1,差点没,还有几个差点没在他手上掉头的官员，早就一肚皮意见，觉得他杀气腾腾的，不近人情，因此故意放出流言来污染社会空气以汇私愤。,还有几个差点在他手上掉头的官员，早就一肚皮意见，觉得他杀气腾腾的，不近人情，因此故意放出流言来污染社会空气以汇私愤。
1,差点没,雷环山乍听到这个消息时，却像被人从背后猛击了一掌，差点没昏厥过去。,雷环山乍听到这个消息时，却像被人从背后猛击了一掌，差点昏厥过去。
1,差点没,末雨看见火烤鲜尤鱼乐得直拍手，初云抓起一只赤甲红蟹子差点没夹住手指头，卫东则提篓一只晶亮透明一扎多长的大虾说道：“要吃吃这个！,末雨看见火烤鲜尤鱼乐得直拍手，初云抓起一只赤甲红蟹子差点夹住手指头，卫东则提篓一只晶亮透明一扎多长的大虾说道：“要吃吃这个！
1,差点没,再一照镜子，眉毛也烧了一些，我差点没哭出来。,再一照镜子，眉毛也烧了一些，我差点哭出来。
1,差点没,差点儿没遣送出国！,差点儿遣送出国！
1,差点没,小Ｗ感到阵阵昏晕差点没休克过去！,小Ｗ感到阵阵昏晕差点休克过去！
1,差点没,”姜学成差点没背过气去。,”姜学成差点背过气去。
1,差点没,邓总又透露说：“野大了，弄得市行老牛被省行臭骂了一顿，差点没让他写检查！,邓总又透露说：“野大了，弄得市行老牛被省行臭骂了一顿，差点让他写检查！
1,差点没,那次在世界之窗赛马，他吓得汗如雨下，只差点没跌落马呢！,那次在世界之窗赛马，他吓得汗如雨下，只差点跌落马呢！
1,差点没,”大家欢呼起来，差点没把房顶掀开，刚才的一切不快都化在空气里从窗户排出去了。,”大家欢呼起来，差点把房顶掀开，刚才的一切不快都化在空气里从窗户排出去了。
1,差点没,生了女孩，他乐得差点没把产房的屋顶戳个洞，因此他一个劲儿地往玲儿的碗里夹菜。,生了女孩，他乐得差点把产房的屋顶戳个洞，因此他一个劲儿地往玲儿的碗里夹菜。
1,差点没,赛：我差点没昏过去！,赛：我差点昏过去！
1,差点没,毕业出来打工，来到广州差点没饿死。,毕业出来打工，来到广州差点饿死。
1,差点没,小西差点没气死，拔转腿就走了。,小西差点气死，拔转腿就走了。
1,差点没,撑伞走下山的感觉好差，那个克难坡差点没把我给累死，都嘛那个明珠啦，没事说什么考完试了，想轻松一下，提议去河堤边走走啦。,撑伞走下山的感觉好差，那个克难坡差点把我给累死，都嘛那个明珠啦，没事说什么考完试了，想轻松一下，提议去河堤边走走啦。
1,差点没,出了大门，我打开信看了看，上面写着不多几句话：我差一点没把那封信烧成灰给你。,出了大门，我打开信看了看，上面写着不多几句话：我差一点把那封信烧成灰给你。
1,差点没,”我听了肚子差点没有气爆。,”我听了肚子差点气爆。
1,差点没,我兴奋得差点没把手中的电话筒给咬下，我马上向同事打个招呼就离开了单位。,我兴奋得差点把手中的电话筒给咬下，我马上向同事打个招呼就离开了单位。
1,差点没,前天差点没把咱们折腾出毛病来。,前天差点把咱们折腾出毛病来。
1,差点没,差点没把我干死。,差点把我干死。
1,差点没,李晓金为此支付“ｌ·２·３公司”咨询服务费五万元——付从之差点没被气晕过去，于是从此便断了交。,李晓金为此支付“ｌ·２·３公司”咨询服务费五万元——付从之差点被气晕过去，于是从此便断了交。
1,差点没,紧接着，亢河在报纸上连续登出几则广告：原装松下录像机清仓大甩卖……黄建华看价钱差点没吓昏过去——仅比进价高了１０块钱！,紧接着，亢河在报纸上连续登出几则广告：原装松下录像机清仓大甩卖……黄建华看价钱差点吓昏过去——仅比进价高了１０块钱！
1,差点没,“海金”的老板差点没给他跪下——合同？,“海金”的老板差点给他跪下——合同？
1,差点没,一次去解放碑上夜课，她一阵眩晕，直想吐，差点没有倒下去。,一次去解放碑上夜课，她一阵眩晕，直想吐，差点倒下去。
1,差点没,”魏德华挺了一下身子，差点没从椅子上掉下来。,”魏德华挺了一下身子，差点从椅子上掉下来。
1,差点没,范小四他们，替安永红除绊制造了一起车祸，让新来的张市长死于非命；而安永红他们制造了一起爆炸事件，差点没让那个纪检副书记粉身碎骨？,范小四他们，替安永红除绊制造了一起车祸，让新来的张市长死于非命；而安永红他们制造了一起爆炸事件，差点让那个纪检副书记粉身碎骨？
1,差点没,他缓了口气，又试着动了一下，立刻又是一阵万箭穿心般的疼痛，差点没让他疼晕过去。,他缓了口气，又试着动了一下，立刻又是一阵万箭穿心般的疼痛，差点让他疼晕过去。
1,差点没,王家院子里石榴树下，距墙根１．５米处，深挖１米，看看是否埋有东西，请尽快回告……代英的手止不住地抖了一下，差点没让传呼机从手里掉下来。,王家院子里石榴树下，距墙根１．５米处，深挖１米，看看是否埋有东西，请尽快回告……代英的手止不住地抖了一下，差点让传呼机从手里掉下来。
1,差点没,真把那个分队长吓坏了，他压在我身上，差点没把我憋死，其实他要是再晚来几秒钟，那个人肯定就到了西天极乐世界去了。,真把那个分队长吓坏了，他压在我身上，差点把我憋死，其实他要是再晚来几秒钟，那个人肯定就到了西天极乐世界去了。
1,差点没,张大宽并不是个傻子，差点没让那个家伙送了命，要是收了这３０万，就算没坐牢的话，这辈子就再也别想在这些人手里翻身了，他们因此而逃脱罪责，一旦成了自由人，那就等于你从此失去了自由，一生一世他们都绝不会放过你。,张大宽并不是个傻子，差点让那个家伙送了命，要是收了这３０万，就算没坐牢的话，这辈子就再也别想在这些人手里翻身了，他们因此而逃脱罪责，一旦成了自由人，那就等于你从此失去了自由，一生一世他们都绝不会放过你。
1,差点没,”苏禹的话依然很轻，但却让代英差点没掉下泪来。,”苏禹的话依然很轻，但却让代英差点掉下泪来。
1,差点没,一个全班最大个子的姑娘，热情地一把搂住迎霜的脖子，差点没把迎霜给憋死，说：“杭迎霜，你这只语录包真好看！,一个全班最大个子的姑娘，热情地一把搂住迎霜的脖子，差点把迎霜给憋死，说：“杭迎霜，你这只语录包真好看！
1,差点没,酒保说了半天，空不出一张整桌来，正急得满头是汗，那名凶眼汉子已等的不耐烦了，一脚踢在陈酒的酒缸上，发出振天价响的声音，差点没踢那土造的酒缸。,酒保说了半天，空不出一张整桌来，正急得满头是汗，那名凶眼汉子已等的不耐烦了，一脚踢在陈酒的酒缸上，发出振天价响的声音，差点踢那土造的酒缸。
1,差点没,”一面接着说道：“在下并不讳言，镂文犀是敝会志在必得之物，此次为了镂文犀，敝会容有得罪韦大侠之处，在下敬向韦大侠深致歉意……”陆绮朝韦宗方狠狠的盯了一眼，披嘴哼道：“说得好听，差点没把人害死，光致歉有什么用？,”一面接着说道：“在下并不讳言，镂文犀是敝会志在必得之物，此次为了镂文犀，敝会容有得罪韦大侠之处，在下敬向韦大侠深致歉意……”陆绮朝韦宗方狠狠的盯了一眼，披嘴哼道：“说得好听，差点把人害死，光致歉有什么用？
1,差点没,因为只有那张桌子上，围坐三个壮汉，他这一巴掌，拍在桌上，差点没把点着的蜡烛，给震倒下来。,因为只有那张桌子上，围坐三个壮汉，他这一巴掌，拍在桌上，差点把点着的蜡烛，给震倒下来。
1,差点没,”大姑娘转了过去，那位公子突然站了起来，差点没撞着大姑娘，大姑娘飞快往后退了半步，他窘迫地笑了笑：“对不起，姑娘，是我冒失……”抬眼向侧里发话说道：“张老板，我身上没带……”“铁片巧嘴”张截了口：“你这位，我听见了，这回我心领，请你留待下回。,”大姑娘转了过去，那位公子突然站了起来，差点撞着大姑娘，大姑娘飞快往后退了半步，他窘迫地笑了笑：“对不起，姑娘，是我冒失……”抬眼向侧里发话说道：“张老板，我身上没带……”“铁片巧嘴”张截了口：“你这位，我听见了，这回我心领，请你留待下回。
1,差点没,”伙计吓了一大跳，差点没松手摔了那把大茶壶。,”伙计吓了一大跳，差点松手摔了那把大茶壶。
1,差点没,”春兰目光一凝，道：“您刚才在想什么呀，吃饭却心不在焉，筷子差点没伸进酒杯里去。,”春兰目光一凝，道：“您刚才在想什么呀，吃饭却心不在焉，筷子差点伸进酒杯里去。
1,差点没,十成力的“劈容掌”，最耗真元，年初何沧澜离开杭州前，为测实力，曾冒险连绵出掌，只得十七下，事后调息了两由深而浅，涉水走上沙岸，双脚刚踏到泥土上，身不由己地跪倒在地，差点没把尹姑娘压扁！,十成力的“劈容掌”，最耗真元，年初何沧澜离开杭州前，为测实力，曾冒险连绵出掌，只得十七下，事后调息了两由深而浅，涉水走上沙岸，双脚刚踏到泥土上，身不由己地跪倒在地，差点把尹姑娘压扁！
1,差点没,王风只是一怔，小姑娘差点没给他吓死。,王风只是一怔，小姑娘差点给他吓死。
1,差点没,”壮汉在三贼中最乏，只有一身蛮力水性，没想到敌人这等灵巧迅速，连衣服也会做了兵器，又是绸衣，手中斧牛六做梦也未想到对面有斧飞来，横刀一隔，擦肩而过，落向水中，差点没有被斫中，虎口也被震麻，吓了一身冷汗，呆得一呆，余式也就缓过势来，看出水贼本领有限，心中一定。,”壮汉在三贼中最乏，只有一身蛮力水性，没想到敌人这等灵巧迅速，连衣服也会做了兵器，又是绸衣，手中斧牛六做梦也未想到对面有斧飞来，横刀一隔，擦肩而过，落向水中，差点被斫中，虎口也被震麻，吓了一身冷汗，呆得一呆，余式也就缓过势来，看出水贼本领有限，心中一定。
1,差点没,这等猛烈的马余式尚是初次骑到，如非下盘功夫坚实，差点没被甩下马来，心中一惊，想将马勒住，回问陕客姓名，似听马后远远喝道：“你由它去，不可用力，少时见面再说。,这等猛烈的马余式尚是初次骑到，如非下盘功夫坚实，差点被甩下马来，心中一惊，想将马勒住，回问陕客姓名，似听马后远远喝道：“你由它去，不可用力，少时见面再说。
1,差点没,余式见那男孩身手虽然矫健，终是幼童，惟恐误伤，先没打算还手；不料幼童来势疾如风雨，手法又灵又快，差一点没被打中，不由有气，怒喝道：“无知顽童，我已认赔，还有何说？,余式见那男孩身手虽然矫健，终是幼童，惟恐误伤，先没打算还手；不料幼童来势疾如风雨，手法又灵又快，差一点被打中，不由有气，怒喝道：“无知顽童，我已认赔，还有何说？
1,差点没,原来怪物已飞扑过来，幸而二猿看出危机，连啸示警，白猿见势不妙，首先飞纵过来，将余式一把挟起，纵向一旁，就这样，差一点没被利爪抓中。,原来怪物已飞扑过来，幸而二猿看出危机，连啸示警，白猿见势不妙，首先飞纵过来，将余式一把挟起，纵向一旁，就这样，差一点被利爪抓中。
1,差点没,余式燕玉一见那蛟带着洪水迎面冲来，惊慌百忙中先不知两镖打中没有，匆匆往侧纵避，如非身法轻灵，一见水到，忙即纵起，将左近树枝攀住援将上去，差一点没被洪水冲倒。,余式燕玉一见那蛟带着洪水迎面冲来，惊慌百忙中先不知两镖打中没有，匆匆往侧纵避，如非身法轻灵，一见水到，忙即纵起，将左近树枝攀住援将上去，差一点被洪水冲倒。
1,差点没,稍微细心一点的人看见，便应知道形势利害，你竟妄用我埋伏的法物，差点没误大事。,稍微细心一点的人看见，便应知道形势利害，你竟妄用我埋伏的法物，差点误大事。
1,差点没,为首妖徒所踏木板一断，差一点没有坠落江中，正恐敌人乘机暗算，自米忽然飞回，惊惶中还不知敌人要走，方自行法抵御，忽听岸上哈哈大笑，定睛一看，随着那股白气回飞之际，二童人已无踪，崖口白气尚还未散，二童笑声已到崖顶，才知敌人有心戏弄，愧愤交加之下，为首妖徒把满口黄牙一跟着便见一串酒杯大小的白影打到，余式、燕玉由瓮中观察看得逼真，见那白影便是幼童箩中的米。,为首妖徒所踏木板一断，差一点坠落江中，正恐敌人乘机暗算，自米忽然飞回，惊惶中还不知敌人要走，方自行法抵御，忽听岸上哈哈大笑，定睛一看，随着那股白气回飞之际，二童人已无踪，崖口白气尚还未散，二童笑声已到崖顶，才知敌人有心戏弄，愧愤交加之下，为首妖徒把满口黄牙一跟着便见一串酒杯大小的白影打到，余式、燕玉由瓮中观察看得逼真，见那白影便是幼童箩中的米。
1,差点没,三妖徒本来一肚子的恶气无从发泄，行经崖口前面，正在互相谈论，不料一条大柏木船由左侧断崖缺口内冲波乱流横断过来，差一点没有撞上。,三妖徒本来一肚子的恶气无从发泄，行经崖口前面，正在互相谈论，不料一条大柏木船由左侧断崖缺口内冲波乱流横断过来，差一点撞上。
1,差点没,人家素昧平生，好意相助，差一点没有把性命送掉，为何无故伸手打人？,人家素昧平生，好意相助，差一点把性命送掉，为何无故伸手打人？
1,差点没,我因去年这两夜，差点没把命送掉，连嘴都不敢亲她一口，也不好意思分她臭钱。,我因去年这两夜，差点把命送掉，连嘴都不敢亲她一口，也不好意思分她臭钱。
1,差点没,事先说明，我拿不准，你们宫亲老爷的身价都不怕险，莫非我还胆小，又不愿受人闲气，勉强听他，差一点没有闹出入命，已是便宜，那个狗娘养的，才想官亲老爷，体恤穷人，我早认命，车马全毁，也不想他赔我分文，只盼水退以后，放我回去，好在那几个差钱，我还未用，你们车轿张升一想，这情面看得倒不错，闹了半天，还是把那满腔不平的话说完才罢，接口笑道：“这样甚好，全听我的，包你没有亏吃，舅老爷也不会再骂你。,事先说明，我拿不准，你们宫亲老爷的身价都不怕险，莫非我还胆小，又不愿受人闲气，勉强听他，差一点闹出入命，已是便宜，那个狗娘养的，才想官亲老爷，体恤穷人，我早认命，车马全毁，也不想他赔我分文，只盼水退以后，放我回去，好在那几个差钱，我还未用，你们车轿张升一想，这情面看得倒不错，闹了半天，还是把那满腔不平的话说完才罢，接口笑道：“这样甚好，全听我的，包你没有亏吃，舅老爷也不会再骂你。
1,差点没,轿下面的木排时轻时重，吃狂风一吹，左右乱晃，有好几次，差一点没有翻到水里。,轿下面的木排时轻时重，吃狂风一吹，左右乱晃，有好几次，差一点翻到水里。
1,差点没,玲姑故意问道：“这放羊人胆子真大，为了救我，差点没有被狼咬死，也不知是哪里来的。,玲姑故意问道：“这放羊人胆子真大，为了救我，差点被狼咬死，也不知是哪里来的。
1,差点没,先恐被你看破，相隔又远，不及往援，心正惶急，顺着崖坡，往下飞跑，不料那些猛兽全被你一人打死，有的吓跑，当时心慌，差一点没被你撞见。,先恐被你看破，相隔又远，不及往援，心正惶急，顺着崖坡，往下飞跑，不料那些猛兽全被你一人打死，有的吓跑，当时心慌，差一点被你撞见。
1,差点没,忽见前面大树下有两人对饮，先由桑林走出，心中寻思，不曾留意，前面又有大树挡住，差一点没有冒失走近，忙即停住。,忽见前面大树下有两人对饮，先由桑林走出，心中寻思，不曾留意，前面又有大树挡住，差一点冒失走近，忙即停住。
1,差点没,”龙姑低声笑道：“你这呆子，既然寻到地头，忙这一半日做什，根本就不该来，差一点没有受那些狗强盗的恶气。,”龙姑低声笑道：“你这呆子，既然寻到地头，忙这一半日做什，根本就不该来，差一点受那些狗强盗的恶气。
1,差点没,另有两人刚被怪物抓起，忽听崖顶嘤的一声清啸，怪物立时松手，又追别人；被抓的虽未送命，差一点没有疼晕过去，再遇怪物，便不加害。,另有两人刚被怪物抓起，忽听崖顶嘤的一声清啸，怪物立时松手，又追别人；被抓的虽未送命，差一点疼晕过去，再遇怪物，便不加害。
1,差点没,就这样，仍吃了不会武艺的亏，身上被人打中两棍，差一点没被敌人的刀斫中。,就这样，仍吃了不会武艺的亏，身上被人打中两棍，差一点被敌人的刀斫中。
1,差点没,内中两个能手因听自己一喊，正向同党询问，另两个手持兵器朝雷八赶去，一个刚一转身，便有长箭由上发来，穿胁而出，将衣服刺穿一洞，受了一点微伤，差一点没有透胸而过。,内中两个能手因听自己一喊，正向同党询问，另两个手持兵器朝雷八赶去，一个刚一转身，便有长箭由上发来，穿胁而出，将衣服刺穿一洞，受了一点微伤，差一点透胸而过。
1,差点没,韩奎见那暗器业已钉向树上，还有两枝落向草里，取来一看，那东西前头作倒鱼尾形，寒光闪闪，锋利非常，后面还有两片风叶，长约三寸，认出来历，吃了一惊，方说：“我早看出此贼水性极好，水深浪大，恐钢镖不易打中，等到临近，先射了他两枝弩箭，现身之后，又打了看他逃时神气，必已受伤，可惜不曾致命，差一点没有被他这飞鱼儿打中，真个好险。,韩奎见那暗器业已钉向树上，还有两枝落向草里，取来一看，那东西前头作倒鱼尾形，寒光闪闪，锋利非常，后面还有两片风叶，长约三寸，认出来历，吃了一惊，方说：“我早看出此贼水性极好，水深浪大，恐钢镖不易打中，等到临近，先射了他两枝弩箭，现身之后，又打了看他逃时神气，必已受伤，可惜不曾致命，差一点被他这飞鱼儿打中，真个好险。
1,差点没,说时迟，那时快，敌人第一枝镖箭还未及发出，李强人马已然赶近第一所业已起火的孤楼之下，身后船排也越追越近，有好几枝镖箭由后射来，落在马后水中，差一点没有射中马股。,说时迟，那时快，敌人第一枝镖箭还未及发出，李强人马已然赶近第一所业已起火的孤楼之下，身后船排也越追越近，有好几枝镖箭由后射来，落在马后水中，差一点射中马股。
