1,就差没,就差没……呃……”萧北辰煞住舌头，两手一摊，“现在，随你处置啰！,就差……呃……”萧北辰煞住舌头，两手一摊，“现在，随你处置啰！
1,差点没,”琥珀鼻子一酸，差点没有流下泪来。,”琥珀鼻子一酸，差点流下泪来。
1,差点没,终于，她远远的望见“麒麟居”三个字，差点没跳起来欢呼。,终于，她远远的望见“麒麟居”三个字，差点跳起来欢呼。
1,差点没,松吟差点儿没被她这么做吓得一头栽下树去，看她无视于这跌死人的高度，他拼命忍住胃里的翻搅。,松吟差点儿被她这么做吓得一头栽下树去，看她无视于这跌死人的高度，他拼命忍住胃里的翻搅。
1,差点没,既差点没被茶水给呛死！,既差点被茶水给呛死！
1,差点没,难怪大哥会闪电结婚，差点没把远在纽约的她给吓死。,难怪大哥会闪电结婚，差点把远在纽约的她给吓死。
1,差点没,木板门被拉开了，湖水绿的窈窕身影一出现，人群就疯狂地往前冲，差点没把黛堂小小的门槛踩断。,木板门被拉开了，湖水绿的窈窕身影一出现，人群就疯狂地往前冲，差点把黛堂小小的门槛踩断。
1,差点没,”卫寇差点没把刚喝进嘴的茶喷出来。,”卫寇差点把刚喝进嘴的茶喷出来。
1,差点没,“放……放我下来……”被人提吊在半空中没一分钟，叶恩诗已忍受不了身体腾空之苦，万分不舒服的对着她的救命恩人瞪去，这一瞪她的眼珠子差点没看凸出来。,“放……放我下来……”被人提吊在半空中没一分钟，叶恩诗已忍受不了身体腾空之苦，万分不舒服的对着她的救命恩人瞪去，这一瞪她的眼珠子差点看凸出来。
1,差点没,”脑袋瓜敲在石地上，柏洛云痛得眼泪差点没掉下来，若不是为维护他大男人的尊严，他恐怕早就痛得哇哇大哭。,”脑袋瓜敲在石地上，柏洛云痛得眼泪差点掉下来，若不是为维护他大男人的尊严，他恐怕早就痛得哇哇大哭。
1,差点没,”柏洛云闻言一颗心差点没急得跳出胸腔，他原以为是他听错了，可看见她不安的神色，他不禁焦急的走向前。,”柏洛云闻言一颗心差点急得跳出胸腔，他原以为是他听错了，可看见她不安的神色，他不禁焦急的走向前。
1,差点没,＂牟丽声尖叫，甫放好行李并参观完占地约三千坪的豪宅后，那条冷冻鱼刚说完的话让她差点没跳起来。,＂牟丽声尖叫，甫放好行李并参观完占地约三千坪的豪宅后，那条冷冻鱼刚说完的话让她差点跳起来。
1,差点没,牟丽瞪大眼睛，一口饭差点没哽在喉咙，因为这个说法在太离谱，打死她都不相信那条冷冻死鱼会关照她，恰巧相反吧？,牟丽瞪大眼睛，一口饭差点哽在喉咙，因为这个说法在太离谱，打死她都不相信那条冷冻死鱼会关照她，恰巧相反吧？
1,差点没,室内氛围在瞬间变得相当安静，当凌燕南规律平稳的鼻息声缓缓响起，牟丽差点没开心的跳起来，按摩双臂的手悄悄的摸上宽厚的胸膛，如果没有碍事的衣服，指间的触感一定更棒才对。,室内氛围在瞬间变得相当安静，当凌燕南规律平稳的鼻息声缓缓响起，牟丽差点开心的跳起来，按摩双臂的手悄悄的摸上宽厚的胸膛，如果没有碍事的衣服，指间的触感一定更棒才对。
1,差点没,＂凌燕南差点没气得吐血，从来没有女人敢对他说出如此无礼的话，跛脚就算了，因为他并不是真的跛脚，可她竟然敢说他不如阿逸，甚至不屑他的男性雄风，真是孰可忍孰不可忍！,＂凌燕南差点气得吐血，从来没有女人敢对他说出如此无礼的话，跛脚就算了，因为他并不是真的跛脚，可她竟然敢说他不如阿逸，甚至不屑他的男性雄风，真是孰可忍孰不可忍！
1,差点没,不过一开始的感觉还真的很舒服，直到他把那该死的丑东西放进去后，她差点没痛得昏厥过去。,不过一开始的感觉还真的很舒服，直到他把那该死的丑东西放进去后，她差点痛得昏厥过去。
1,差点没,牟丽差点没气昏过去，什么叫就这样？,牟丽差点气昏过去，什么叫就这样？
1,差点没,＂牟丽顿觉脑袋一片空白，整个人完全反应不过来的呆愣，一路被蓝源清给带人大厅，在看见费文强那张冷冰冰的脸，她整个人差点没晕厥过去，冷、冷冻鱼怎么会在这里，而他的出现不就代表凌燕南————＂什么不会吧？,＂牟丽顿觉脑袋一片空白，整个人完全反应不过来的呆愣，一路被蓝源清给带人大厅，在看见费文强那张冷冰冰的脸，她整个人差点晕厥过去，冷、冷冻鱼怎么会在这里，而他的出现不就代表凌燕南————＂什么不会吧？
1,差点没,＂就是啊，我听了差点没上前揍他。,＂就是啊，我听了差点上前揍他。
1,差点没,萧聿转身看不见燕悔，一颗心差点没跳出胸□！,萧聿转身看不见燕悔，一颗心差点跳出胸□！
1,差点没,”骆昔浪看着宋青天，把他看得倒退了好几步，差点没跪下来。,”骆昔浪看着宋青天，把他看得倒退了好几步，差点跪下来。
1,差点没,朱小霞往前一看，差点没把眼珠子给瞪了下来。,朱小霞往前一看，差点把眼珠子给瞪了下来。
1,差点没,“对了，那时这家伙出现在萤幕上，小篆还双眼发直，盯著萤幕转不开视线，要跟她抢遥控器，她差点没张口来咬我的手。,“对了，那时这家伙出现在萤幕上，小篆还双眼发直，盯著萤幕转不开视线，要跟她抢遥控器，她差点张口来咬我的手。
1,差点没,”水晶似的剔透眸子差点没跌出来。,”水晶似的剔透眸子差点跌出来。
1,差点没,呜呜，救命啊，她不要啊……看见黑子骞的瞬间，行书与楷书的眼珠子差点没跌出来。,呜呜，救命啊，她不要啊……看见黑子骞的瞬间，行书与楷书的眼珠子差点跌出来。
1,差点没,蓦地，眼前一亮，对着那一碟色香味美，而且还是仅剩的一盘凤爪，烧卖我的口水差点没当场流下来。,蓦地，眼前一亮，对着那一碟色香味美，而且还是仅剩的一盘凤爪，烧卖我的口水差点当场流下来。
1,差点没,对方后来在警局里，知道她是“太伟”的千金小姐时，吓得差点没尿裤子。,对方后来在警局里，知道她是“太伟”的千金小姐时，吓得差点尿裤子。
1,差点没,”林进安闻言，差点没晕过去。,”林进安闻言，差点晕过去。
1,差点没,”段香凝差点没被他给气死！,”段香凝差点被他给气死！
1,差点没,”段香凝差点没惊跳起来，双手忙不迭的松开，一张脸顿觉火辣辣的热“哈哈哈！,”段香凝差点惊跳起来，双手忙不迭的松开，一张脸顿觉火辣辣的热“哈哈哈！
1,差点没,”当衬衫被他优雅的手扔至铺着兽毛的地毯上，段香凝慌乱的心差点没跳出胸腔的惊问。,”当衬衫被他优雅的手扔至铺着兽毛的地毯上，段香凝慌乱的心差点跳出胸腔的惊问。
1,差点没,回到水晶宫这座金碧辉煌、美轮美奂的宫殿，段香凝差点没流下眼泪来。,回到水晶宫这座金碧辉煌、美轮美奂的宫殿，段香凝差点流下眼泪来。
1,差点没,乍听见洛梵赛这三个字，段香凝差点没惊跳起来，若非里吉欧眼明手快的摀住她的嘴，恐怕他们已暴露行踪。,乍听见洛梵赛这三个字，段香凝差点惊跳起来，若非里吉欧眼明手快的摀住她的嘴，恐怕他们已暴露行踪。
1,差点没,”看见她“碰”的一声跪倒在地，再听见她说的话，洛梵赛差点没气炸的拉起她。,”看见她“碰”的一声跪倒在地，再听见她说的话，洛梵赛差点气炸的拉起她。
1,差点没,未准备好的身子在巨大的雄伟强行进入下，段香凝差点没痛昏过去。,未准备好的身子在巨大的雄伟强行进入下，段香凝差点痛昏过去。
1,差点没,”薛宇跳起来，一把捉住手下的领子，差点没把他的颈子给拧断。,”薛宇跳起来，一把捉住手下的领子，差点把他的颈子给拧断。
1,差点没,”想到半生基业都败在薛宇手上，伍胜夫差点没抓狂。,”想到半生基业都败在薛宇手上，伍胜夫差点抓狂。
1,差点没,唐欣却差点没晕倒。,唐欣却差点晕倒。
1,差点没,唉，差点没累死在会场上：真该学邱离，他聪明，完工后就躲回家里睡大觉，不管外头的邀请函发得满天飞，他都当没看见。,唉，差点累死在会场上：真该学邱离，他聪明，完工后就躲回家里睡大觉，不管外头的邀请函发得满天飞，他都当没看见。
1,差点没,”当他知道有人这样胡搞瞎搞恶整他时，差点没扛着一管火箭炮冲来台湾，一炮将聂宅轰成平地。,”当他知道有人这样胡搞瞎搞恶整他时，差点扛着一管火箭炮冲来台湾，一炮将聂宅轰成平地。
1,差点没,我打小看着她长大，本来是期望能够教出一个可爱的小姑娘，结果你看她……”他想起昭明那一身烂泥的脏样，差点没晕倒。,我打小看着她长大，本来是期望能够教出一个可爱的小姑娘，结果你看她……”他想起昭明那一身烂泥的脏样，差点晕倒。
1,差点没,“我来应徵那天就被你泄露了身分、昨晚在餐厅里，你又破坏了我的跟踪、刚才无故搭我的肩，害我差点没被吓死……这些证据够不够啊？,“我来应徵那天就被你泄露了身分、昨晚在餐厅里，你又破坏了我的跟踪、刚才无故搭我的肩，害我差点被吓死……这些证据够不够啊？
1,差点没,因为嘴巴被凌云养刁了，所以凌云住院这两天，她差点没饿死，多亏凌霄义伸援手接管厨事，喂饱她后，又提议比赛玩电动，输的人就借一撮头发来玩玩，她输了十几次，当然就换来一颗彩虹头了。,因为嘴巴被凌云养刁了，所以凌云住院这两天，她差点饿死，多亏凌霄义伸援手接管厨事，喂饱她后，又提议比赛玩电动，输的人就借一撮头发来玩玩，她输了十几次，当然就换来一颗彩虹头了。
1,差点没,”还说帮他咧，月前校场那一役就差点没整死他。,”还说帮他咧，月前校场那一役就差点整死他。
1,差点没,”就若月看起来，老板只差点没跪下来膜拜阿生了。,”就若月看起来，老板只差点跪下来膜拜阿生了。
1,差点没,若月的手劲本来就不小，加上长年为了抢钱而练就出来肩能挑、手能提的本事，她这一使劲，让那个小混混痛得差点没哭爹喊娘。,若月的手劲本来就不小，加上长年为了抢钱而练就出来肩能挑、手能提的本事，她这一使劲，让那个小混混痛得差点哭爹喊娘。
1,差点没,更令他想不透的是，上次他当着她的面承认自己的心中只有日烨一个人时，看她的样子只差点没冒烟了而已，怎么这会儿又像个没事人一样的在他身边兜来兜去？,更令他想不透的是，上次他当着她的面承认自己的心中只有日烨一个人时，看她的样子只差点冒烟了而已，怎么这会儿又像个没事人一样的在他身边兜来兜去？
1,差点没,他知道他娘对寒竹可是爱到了心坎里，打她看过了年寒竹之后，她不知在他耳边嘀咕过多少回有关寒竹的事，听得他耳朵差点没长茧；一旦知道寒竹将入他们雷家的门，他娘只差没谢天谢地谢祖先。,他知道他娘对寒竹可是爱到了心坎里，打她看过了年寒竹之后，她不知在他耳边嘀咕过多少回有关寒竹的事，听得他耳朵差点长茧；一旦知道寒竹将入他们雷家的门，他娘只差没谢天谢地谢祖先。
1,差点没,”王伯一听，差点没把腿给吓软，惹火了这种皇亲国戚，可不是说说就能了事的。,”王伯一听，差点把腿给吓软，惹火了这种皇亲国戚，可不是说说就能了事的。
1,差点没,以前上课上到二八年华，我老是以为二十八岁，差点没被教授Ｋ死。,以前上课上到二八年华，我老是以为二十八岁，差点被教授Ｋ死。
1,差点没,”Ｍｉｃｋｅｙ抱头痛呼，差点没躲到桌子底下去；罗子山看不过去，忙开口打圆场：“好了，好了，饶了他吧，你们也知道他聪明得很可恨，想得就是比人家周到仔细，或许他真有什么你们没考虑到的细节要告诉你们啊。,”Ｍｉｃｋｅｙ抱头痛呼，差点躲到桌子底下去；罗子山看不过去，忙开口打圆场：“好了，好了，饶了他吧，你们也知道他聪明得很可恨，想得就是比人家周到仔细，或许他真有什么你们没考虑到的细节要告诉你们啊。
1,差点没,清晨曙光初现，扣儿便紧紧张张地爬起来，差点儿没跌下床摔了个狗吃屎，她小心翼翼地伺候夫君用早膳，再亲手为他穿上朝服、披上披领，戴上朝冠，挂上朝珠，最后束上金黄色束带。,清晨曙光初现，扣儿便紧紧张张地爬起来，差点儿跌下床摔了个狗吃屎，她小心翼翼地伺候夫君用早膳，再亲手为他穿上朝服、披上披领，戴上朝冠，挂上朝珠，最后束上金黄色束带。
1,差点没,扣儿的手臂马上爬上他的颈子紧紧搂着，差点没勒死他。,扣儿的手臂马上爬上他的颈子紧紧搂着，差点勒死他。
1,差点没,”凡克差点没哈哈大笑。,”凡克差点哈哈大笑。
1,差点没,她说我好可怕，一睡著，过不了多久，就像条蛇一样地缠住她，怎么拉也拉不开，偏偏我睡熟后就不容易醒，即使她想叫我醒来放开她也没法子，只好任我缠著她睡到天亮，差点没掐死她。,她说我好可怕，一睡著，过不了多久，就像条蛇一样地缠住她，怎么拉也拉不开，偏偏我睡熟后就不容易醒，即使她想叫我醒来放开她也没法子，只好任我缠著她睡到天亮，差点掐死她。
1,差点没,”寒仲轩重重点了个头，差点没一头栽到床下去。,”寒仲轩重重点了个头，差点一头栽到床下去。
1,差点没,”丁子禾抱着轮鞋喜孜孜的说，差点没亲吻上去。,”丁子禾抱着轮鞋喜孜孜的说，差点亲吻上去。
1,差点没,他全身的血差点没喷光啦！,他全身的血差点喷光啦！
1,差点没,乔以欣立时回神，紧接着就一把抢过首饰盒拿出戒指，再把首饰盒扔回去，差点没砸到安沛伦脸上，手一伸，戒指一戴，然后她把戴着戒指的手举得高高的。,乔以欣立时回神，紧接着就一把抢过首饰盒拿出戒指，再把首饰盒扔回去，差点砸到安沛伦脸上，手一伸，戒指一戴，然后她把戴着戒指的手举得高高的。
1,差点没,裴毅轩耸耸肩，没做任何回答，迳自把一个漂漂亮亮的生鱼寿司塞进嘴里，可他不过才嚼了几下，便剧烈的呛咳起来，差点没把嘴里的东西全给喷出来，而且，他还越咳越剧烈，连眼泪鼻涕也跟着全体出来报到，再瞧他猛灌开水的样子，不必想也知道是发生什么事了。,裴毅轩耸耸肩，没做任何回答，迳自把一个漂漂亮亮的生鱼寿司塞进嘴里，可他不过才嚼了几下，便剧烈的呛咳起来，差点把嘴里的东西全给喷出来，而且，他还越咳越剧烈，连眼泪鼻涕也跟着全体出来报到，再瞧他猛灌开水的样子，不必想也知道是发生什么事了。
1,差点没,当时，郝某人正念书念得差点没抱着棉被痛哭，一时郁卒外加冲动，就写了这个故事。,当时，郝某人正念书念得差点抱着棉被痛哭，一时郁卒外加冲动，就写了这个故事。
1,差点没,据老爸所透露的，身为媒婆协会顾问的老妈为了她嫁不出去这件事，被取笑得差点没当场钻洞把自己埋下去。,据老爸所透露的，身为媒婆协会顾问的老妈为了她嫁不出去这件事，被取笑得差点当场钻洞把自己埋下去。
1,差点没,他老妈知道这件事之后，差点没把房子给翻了过来，当场将他这个儿子“拆解人腹”“这又不能怪我。,他老妈知道这件事之后，差点把房子给翻了过来，当场将他这个儿子“拆解人腹”“这又不能怪我。
1,差点没,那天早上她一觉醒过来，全身痛得差点没哭出来。,那天早上她一觉醒过来，全身痛得差点哭出来。
1,差点没,不然，没道理会痛得她直不起腰，差点没趴在地上站不起身。,不然，没道理会痛得她直不起腰，差点趴在地上站不起身。
1,差点没,石蝶衣等得又累又想大叫，决定放弃打算要木岩来接她时，突然被人从身后紧紧拥住，力气之大，差点没让她将刚才吃的东西吐出来。,石蝶衣等得又累又想大叫，决定放弃打算要木岩来接她时，突然被人从身后紧紧拥住，力气之大，差点让她将刚才吃的东西吐出来。
1,差点没,不一会儿，龙搴端着一个海碗回来，碗里的面多到差点没溢出来。,不一会儿，龙搴端着一个海碗回来，碗里的面多到差点溢出来。
1,差点没,”范尔铤停下脚步，差点没惨叫出声，今天全无进展还得大出血，以姑妈的个性，他休想叫她吐出半分钱来。,”范尔铤停下脚步，差点惨叫出声，今天全无进展还得大出血，以姑妈的个性，他休想叫她吐出半分钱来。
1,差点没,”“我……”范尔铤抖着唇，差点没当场哭给他看。,”“我……”范尔铤抖着唇，差点当场哭给他看。
1,差点没,”听他这么说，石蝶衣气得差点没尖叫。,”听他这么说，石蝶衣气得差点尖叫。
1,差点没,石蝶衣气嘟嘟地推开他的手，头顶气得差点没喷出白烟。,石蝶衣气嘟嘟地推开他的手，头顶气得差点喷出白烟。
1,差点没,”龙搴闻言，笑得差点没连嘴都咧了。,”龙搴闻言，笑得差点连嘴都咧了。
1,差点没,”她越说越大声，越说越生气，到最后气得差点没朝着话筒吐口水。,”她越说越大声，越说越生气，到最后气得差点朝着话筒吐口水。
1,差点没,“我……”石蝶衣着表嫂放在她桌前的一海碗酸菜草菇汤，脸色差点没全黑了，两行热泪也险些流了下来。,“我……”石蝶衣着表嫂放在她桌前的一海碗酸菜草菇汤，脸色差点全黑了，两行热泪也险些流了下来。
1,差点没,她越想越气，一想到龙搴竟是因为她跟他发生关系才将广告合约交给她，她心里忍不住就刺痛了起来，差点没当场落下泪来。,她越想越气，一想到龙搴竟是因为她跟他发生关系才将广告合约交给她，她心里忍不住就刺痛了起来，差点当场落下泪来。
1,差点没,”龙搴被她一连串的绕口令弄得差点没头昏，他用力摇头，凝神郑重道：“我说的解决不是拿掉你肚子里的宝宝，我指的是我会对你负责。,”龙搴被她一连串的绕口令弄得差点头昏，他用力摇头，凝神郑重道：“我说的解决不是拿掉你肚子里的宝宝，我指的是我会对你负责。
1,差点没,”龙搴差点没来段“以死明志”，以表明自己的清白。,”龙搴差点来段“以死明志”，以表明自己的清白。
1,差点没,范尔铤双眼一亮，兴奋地差点没跳起来。,范尔铤双眼一亮，兴奋地差点跳起来。
1,差点没,”罗秀琴开心地差点没跳上跳下，她用力地拧了下身旁的丈夫。,”罗秀琴开心地差点跳上跳下，她用力地拧了下身旁的丈夫。
1,差点没,”“你——”龙鸿森差点没被她的固执气到气虚。,”“你——”龙鸿森差点被她的固执气到气虚。
1,差点没,这两个人也太厉害了吧，刚才还吵得差点没把屋顶给掀了，现在竟然可以有说有笑地勾眉搭背。,这两个人也太厉害了吧，刚才还吵得差点把屋顶给掀了，现在竟然可以有说有笑地勾眉搭背。
1,差点没,龙沭淼被他一碰，差点没呕吐出来，伸手用力地擦着刚才被他碰的地方。,龙沭淼被他一碰，差点呕吐出来，伸手用力地擦着刚才被他碰的地方。
1,差点没,你知不知道我被晶晶和莹莹骂得差点没臭头。,你知不知道我被晶晶和莹莹骂得差点臭头。
1,差点没,”铁狠风听到她的回答，头顶气得差点没冒烟。,”铁狠风听到她的回答，头顶气得差点冒烟。
1,差点没,谈澺花被他摇得七昏八素，差点没把刚才吃的点心吐出来。,谈澺花被他摇得七昏八素，差点把刚才吃的点心吐出来。
1,差点没,他气得差点没从储藏室里拿出机关枪来扫射这个白痴加三级的混蛋！,他气得差点从储藏室里拿出机关枪来扫射这个白痴加三级的混蛋！
1,差点没,“刚才我在楼梯口听到你说的话，差点没心痛地跌下楼梯。,“刚才我在楼梯口听到你说的话，差点心痛地跌下楼梯。
1,差点没,看着原先应该摆着红酒的桌面空空如也，只留下他刚才随手搁在桌上的香槟，一双厉眼气愤得差点没冒出火来——蓝冷月那死女人，竟然把他准备的红酒带走了！,看着原先应该摆着红酒的桌面空空如也，只留下他刚才随手搁在桌上的香槟，一双厉眼气愤得差点冒出火来——蓝冷月那死女人，竟然把他准备的红酒带走了！
1,差点没,有一回，她不小心说出他是同性恋，记得当时他脸上一阵红、一阵白，差点没当场昏倒。,有一回，她不小心说出他是同性恋，记得当时他脸上一阵红、一阵白，差点当场昏倒。
1,差点没,“不会，和你这样一个大帅哥在一起，我兴奋得差点没飞上天；一颗心怦怦乱跳，都快跳出来了。,“不会，和你这样一个大帅哥在一起，我兴奋得差点飞上天；一颗心怦怦乱跳，都快跳出来了。
1,差点没,最近的一次，他们决定一不做、二不休，干脆到南投绑架胡榛的租母，谁知道连胡家闲鹤山庄的墙都还没来得及翻进去，就差点没被六只超大的挪威那狗咬个半死。,最近的一次，他们决定一不做、二不休，干脆到南投绑架胡榛的租母，谁知道连胡家闲鹤山庄的墙都还没来得及翻进去，就差点被六只超大的挪威那狗咬个半死。
1,差点没,”一开始帮人点烟的男子突然大叫一声，吓得其它两人差点没尿裤子。,”一开始帮人点烟的男子突然大叫一声，吓得其它两人差点尿裤子。
1,差点没,“茶……”瞟了眼茶杯的位置，何宁蓱登时双眼一，差点没喷出火来。,“茶……”瞟了眼茶杯的位置，何宁蓱登时双眼一，差点喷出火来。
1,差点没,前几年她突然跑回台湾嫁人，差点没把我给害死。,前几年她突然跑回台湾嫁人，差点把我给害死。
1,差点没,天知道我一进办公室，笑得差点没昏死过去。,天知道我一进办公室，笑得差点昏死过去。
1,差点没,战不群一听又要搭船，一张脸差点没绿掉，赶紧苦笑婉拒，“许兄，不瞒你说，我这几日乘船，已受够了水上波涛，短期内实不想再登船楼。,战不群一听又要搭船，一张脸差点绿掉，赶紧苦笑婉拒，“许兄，不瞒你说，我这几日乘船，已受够了水上波涛，短期内实不想再登船楼。
1,差点没,楚云把门一掌劈开窜了进去，却见那女的惊慌的望着四周坐在地板上，满眼的雾气，只差点没滴了下来。,楚云把门一掌劈开窜了进去，却见那女的惊慌的望着四周坐在地板上，满眼的雾气，只差点滴了下来。
1,差点没,”楚云听了她说的话差点没昏倒。,”楚云听了她说的话差点昏倒。
1,差点没,一听见他说要带她出去，她高兴的要命，只差点没昏倒而已。,一听见他说要带她出去，她高兴的要命，只差点昏倒而已。
1,差点没,而才刚被救醒的湘铃，一睁开眼就见那消失的女孩竟又重新出现，令她差点没再次昏倒，她这次动作超快的将头埋进了楚云的胸膛，双手紧抓着他的衬衫，嘴里则不停的念：“我在作梦，这不是真的，我没看到，不是真的，我什么都没看到。,而才刚被救醒的湘铃，一睁开眼就见那消失的女孩竟又重新出现，令她差点再次昏倒，她这次动作超快的将头埋进了楚云的胸膛，双手紧抓着他的衬衫，嘴里则不停的念：“我在作梦，这不是真的，我没看到，不是真的，我什么都没看到。
1,差点没,”湘铃一听，差点没吐血。,”湘铃一听，差点吐血。
1,差点没,湘铃感觉到竟有一冰冰湿湿的东西正在她脸颊上蹭来蹭去时，双眼一睁就见那头巨大黑豹正在她的身旁，结果她吓的死命的抱紧楚云差点没再度晕了过去。,湘铃感觉到竟有一冰冰湿湿的东西正在她脸颊上蹭来蹭去时，双眼一睁就见那头巨大黑豹正在她的身旁，结果她吓的死命的抱紧楚云差点再度晕了过去。
1,差点没,”小娟听了吓了一跳，喝到一半的茶差点没喷了出来，急忙用手抚住，结果呛咳了半天。,”小娟听了吓了一跳，喝到一半的茶差点喷了出来，急忙用手抚住，结果呛咳了半天。
1,差点没,”正埋头苦干的三人一听到她说的话，差点没将满嘴的饭喷了出来，黑豹去逛百货公司？,”正埋头苦干的三人一听到她说的话，差点将满嘴的饭喷了出来，黑豹去逛百货公司？
1,差点没,湘铃才回身端个汤，一转过身来就见原本空无一人的座位被他们四人一个个就定位坐好，吓的她差点没将汤给洒了。,湘铃才回身端个汤，一转过身来就见原本空无一人的座位被他们四人一个个就定位坐好，吓的她差点将汤给洒了。
1,差点没,或许直到方才，他心中仍以为她只是说说，不会真的和这个满心喜悦的小白脸拜堂成亲，直到现在看她和他拜了天地，他差点没气爆！,或许直到方才，他心中仍以为她只是说说，不会真的和这个满心喜悦的小白脸拜堂成亲，直到现在看她和他拜了天地，他差点气爆！
1,差点没,出书后的第一天我就跑去各大书局站岗，当我看到真的有人买下那本书时，简直差点没冲上前去抱着那位读者痛哭流涕。,出书后的第一天我就跑去各大书局站岗，当我看到真的有人买下那本书时，简直差点冲上前去抱着那位读者痛哭流涕。
1,差点没,他骤然停下脚步，害得战青差点儿没撞到他身上，幸好她反应好，还能及时停住。,他骤然停下脚步，害得战青差点儿撞到他身上，幸好她反应好，还能及时停住。
1,差点没,这小巷中的路可不像大街铺有石板，到处是小石碎粒，他这一趺，再加上战青的体重，背脊结结实实的撞击在地上，可教他痛得差点没眨出泪来。,这小巷中的路可不像大街铺有石板，到处是小石碎粒，他这一趺，再加上战青的体重，背脊结结实实的撞击在地上，可教他痛得差点眨出泪来。
1,差点没,经过她这祥激烈的一动，那巳松脱的衣衫差点没整个落下，她在千钧一发之际伸手阻止衣料落下，却无力再撑起自个儿的身子，整个人无法避免地倒入萧靖怀中。,经过她这祥激烈的一动，那巳松脱的衣衫差点整个落下，她在千钧一发之际伸手阻止衣料落下，却无力再撑起自个儿的身子，整个人无法避免地倒入萧靖怀中。
1,差点没,这三个月来他要应付原来那群手下，又要搞定战家的四海航运，差点没让他累死在海龙岛上。,这三个月来他要应付原来那群手下，又要搞定战家的四海航运，差点让他累死在海龙岛上。
1,差点没,风家老爷吓的下巴掉到桌上，满嘴的饭菜差点没喷出来，完全破坏了他接近完美的绅士形象；风家夫人则一手抚着胸口，杏眼圆睁满脸惊吓，此时正喘着气猛拍胸口。,风家老爷吓的下巴掉到桌上，满嘴的饭菜差点喷出来，完全破坏了他接近完美的绅士形象；风家夫人则一手抚着胸口，杏眼圆睁满脸惊吓，此时正喘着气猛拍胸口。
1,差点没,”那被踢中要害的男人一拐一拐随后跟上，却见到他那两个手下楞在那里，气得他鼻子差点没歪掉。,”那被踢中要害的男人一拐一拐随后跟上，却见到他那两个手下楞在那里，气得他鼻子差点歪掉。
1,差点没,”子弹迅速击中雷易脚边，大理石做的地板瞬间进裂，扬起一丝石粉，他动也没动一下，风铃在厨房却看的心惊胆战，差点没当场休克。,”子弹迅速击中雷易脚边，大理石做的地板瞬间进裂，扬起一丝石粉，他动也没动一下，风铃在厨房却看的心惊胆战，差点当场休克。
1,差点没,“不准，”想当然第一次恢复神智的就是雷易，他僵直的狂吼出声，死瞪着门口的两人，差点没将他们身上瞪出两个洞来。,“不准，”想当然第一次恢复神智的就是雷易，他僵直的狂吼出声，死瞪着门口的两人，差点将他们身上瞪出两个洞来。
1,差点没,”其他三人一听到中间那句“国家大事”差点没跌下座椅，石头忍不住道：“国家大事有什么好聊的？,”其他三人一听到中间那句“国家大事”差点跌下座椅，石头忍不住道：“国家大事有什么好聊的？
1,差点没,”刘叔一口酒差点没喷出来，这丫头还真是少根筋。,”刘叔一口酒差点喷出来，这丫头还真是少根筋。
1,差点没,他苯死了，安慰个娃儿也不会，差点没将这娃儿拍死了。,他苯死了，安慰个娃儿也不会，差点将这娃儿拍死了。
1,差点没,低头闪过她丢出的皮卡丘，却还是被另一个黑白相间的趴趴熊砸到额头，杰森差点没抓狂。,低头闪过她丢出的皮卡丘，却还是被另一个黑白相间的趴趴熊砸到额头，杰森差点抓狂。
1,差点没,”这下子蓝老头更生气了，激动得差点没从椅子上跳起来。,”这下子蓝老头更生气了，激动得差点从椅子上跳起来。
1,差点没,在张鸿羽高升北区业务经理那一天，整个北区业务部的办公室人人开香槟狂贺，差点没闹翻天，下班后一群人还去ＰＵＢ庆祝，喝个不醉不归。,在张鸿羽高升北区业务经理那一天，整个北区业务部的办公室人人开香槟狂贺，差点闹翻天，下班后一群人还去ＰＵＢ庆祝，喝个不醉不归。
1,差点没,随救护车而来的医护人员，见到眼前车祸的情形差点没呆掉。,随救护车而来的医护人员，见到眼前车祸的情形差点呆掉。
1,差点没,”她气呼呼的咒骂，却发现床上的人两眼无神，根本没注意听她说话，气得她直跳脚，差点没抓着她的衣领摇晃。,”她气呼呼的咒骂，却发现床上的人两眼无神，根本没注意听她说话，气得她直跳脚，差点抓着她的衣领摇晃。
1,差点没,从未坐过船的她，倍感新鲜、好奇地待在甲板上到处瞧、到处逛，看到正在船边滚滚翻动的白浪和一望无际的水面，差点没开心地大叫。,从未坐过船的她，倍感新鲜、好奇地待在甲板上到处瞧、到处逛，看到正在船边滚滚翻动的白浪和一望无际的水面，差点开心地大叫。
1,差点没,”最后终于得到结论，杜小月差点没替他明智的抉择拍手叫好。,”最后终于得到结论，杜小月差点替他明智的抉择拍手叫好。
1,差点没,”小云听那鬼声竟然在叫她的名字，已经吓得脸色惨白，差点没晕过去。,”小云听那鬼声竟然在叫她的名字，已经吓得脸色惨白，差点晕过去。
1,差点没,仙儿艰难地清清喉咙，绽出一朵媚态横生的笑容，看得刘老夫人差点没昏死过去。,仙儿艰难地清清喉咙，绽出一朵媚态横生的笑容，看得刘老夫人差点昏死过去。
1,差点没,”等不及他下令，管家和一群鹰犬，已经趋前大肆翻找，差点没把段樵剥个精光。,”等不及他下令，管家和一群鹰犬，已经趋前大肆翻找，差点把段樵剥个精光。
