1,婉华的眼珠子差点儿没吓掉了，直盯着她眼前那“孔雀”瞧个不停。,婉华的眼珠子差点儿吓掉了，直盯着她眼前那“孔雀”瞧个不停。,,,
1,有一次院里传谣言，说米和油的价格要大幅度调整，所以家家囤积，对于抢购这类举动，文革向来不配合，宝姑就提了辆行李车自己买，结果差点没挤晕过去，幸好晓明下班路过，救出宝姑，又为她抢了一些米、油，送至家中。,有一次院里传谣言，说米和油的价格要大幅度调整，所以家家囤积，对于抢购这类举动，文革向来不配合，宝姑就提了辆行李车自己买，结果差点挤晕过去，幸好晓明下班路过，救出宝姑，又为她抢了一些米、油，送至家中。,,,
1,李银河被拉去客串，两人在烈日下被调度了几十分钟，反复折腾，差点没有中暑，结果节目播出时恰恰给剪掉了这一截。,李银河被拉去客串，两人在烈日下被调度了几十分钟，反复折腾，差点中暑，结果节目播出时恰恰给剪掉了这一截。,,,
1,胡佛得知了这份电报的内容后，差点没气晕过去，盛怒之下，当即给乔治·麦克唐纳将军发了一封信，宣布终止一切合作关系。,胡佛得知了这份电报的内容后，差点气晕过去，盛怒之下，当即给乔治·麦克唐纳将军发了一封信，宣布终止一切合作关系。,,,
1,原以为在她肩胛上的，必定是一个“爱”字或是他的名字，没想到仔细一看，我一口可乐差点没喷出来，赫然是个龙飞凤舞的“贱”字！,原以为在她肩胛上的，必定是一个“爱”字或是他的名字，没想到仔细一看，我一口可乐差点喷出来，赫然是个龙飞凤舞的“贱”字！,,,
1,我单位一个同事，就是在Ｈ市买回个假钻石戒指来，憋闷得差点没跳楼。,我单位一个同事，就是在Ｈ市买回个假钻石戒指来，憋闷得差点跳楼。,,,
1,小陈听了后一阵晕眩，差点没栽倒！她赶紧给那家珠宝店打长途电话，质问他们不该以假货骗人。,小陈听了后一阵晕眩，差点栽倒！她赶紧给那家珠宝店打长途电话，质问他们不该以假货骗人。,,,
1,“啊！”我的脑袋嗡的一声，差点没从椅子上栽下来，嘴里喃喃地问，“您，您看出来了？”,“啊！”我的脑袋嗡的一声，差点从椅子上栽下来，嘴里喃喃地问，“您，您看出来了？”,,,
1,到了晚上，叶灯喜滋滋地打开机器，一看又傻眼了，镜头前还是一片模糊。第二天又找借口去看，叶灯差点没气晕过去，衣服是挂衣架上去了，可那枚钉子也没闲着，挂了一个竖幅的画作！,到了晚上，叶灯喜滋滋地打开机器，一看又傻眼了，镜头前还是一片模糊。第二天又找借口去看，叶灯差点气晕过去，衣服是挂衣架上去了，可那枚钉子也没闲着，挂了一个竖幅的画作！,,,
1,"他领着父女俩挂号,“拜托”大夫给好好看病,跑上跑下帮着打价、拿药,感动得老郭差点没掉泪。这样的事多了,小区里大家都知道:有事找曹警官,准成!","他领着父女俩挂号,“拜托”大夫给好好看病,跑上跑下帮着打价、拿药,感动得老郭差点掉泪。这样的事多了,小区里大家都知道:有事找曹警官,准成!",,,
1,"可是马三立爱听相声,8岁那年头一次听相声,乐得差点没躺下。","可是马三立爱听相声,8岁那年头一次听相声,乐得差点躺下。",,,
1,我正瞅着银幕上一位穿一领黑袍的男人，突然认出吴天明的脸，差点没从座位上站起来。他是前来吊唁被他欺负死的女人的。,我正瞅着银幕上一位穿一领黑袍的男人，突然认出吴天明的脸，差点从座位上站起来。他是前来吊唁被他欺负死的女人的。,,,
1,所有的观众顿时目瞪口呆。答案完全正确。震耳欲聋的掌声差点没有把屋顶掀掉。,所有的观众顿时目瞪口呆。答案完全正确。震耳欲聋的掌声差点把屋顶掀掉。,,,
1,大庭广众之下，他把休斯大骂了一顿。休斯不买账，两人争吵起来，差点没有动武。,大庭广众之下，他把休斯大骂了一顿。休斯不买账，两人争吵起来，差点动武。,,,
1,当巴戈茨基摆脱了最险的那几步，大大地松了一口气，回过头往后看了看。可这一看却把他吓了一大跳，差点没跌进深谷：列宁正跟在他的背后，沿着陡壁在移动。,当巴戈茨基摆脱了最险的那几步，大大地松了一口气，回过头往后看了看。可这一看却把他吓了一大跳，差点跌进深谷：列宁正跟在他的背后，沿着陡壁在移动。,,,
1,“我不是有意想要害您生病的。我只想送给您一点东西……”我再也说不下去了，差点没哭出声来。,“我不是有意想要害您生病的。我只想送给您一点东西……”我再也说不下去了，差点哭出声来。,,,
1,他走过来用手抚摸我的脖子，我差点没放声大哭起来。,他走过来用手抚摸我的脖子，我差点放声大哭起来。,,,
1,接下来听到的差点没叫我呕吐出来。,接下来听到的差点叫我呕吐出来。,,,
1,我愣了三秒种，差点没笑出来：此君将普通话当成北京的方言，认为北京以外的人都不会讲了。,我愣了三秒种，差点笑出来：此君将普通话当成北京的方言，认为北京以外的人都不会讲了。,,,
1,回到我住的公寓，我开始读《变形记》。读了第一行，差点没使我从床上掉下来。,回到我住的公寓，我开始读《变形记》。读了第一行，差点使我从床上掉下来。,,,
1,她幻想那副样子，差点没笑出来。,她幻想那副样子，差点笑出来。,,,
1,他的下巴差点没跟着她的话一起掉下来。,他的下巴差点跟着她的话一起掉下来。,,,
1,他刚才差点没全吐出。,他刚才差点全吐出。,,,
1,林若萍一口血差点没喷出来，他第一个来找丁鹏的麻烦，主要的也是为了柳若松的事。,林若萍一口血差点喷出来，他第一个来找丁鹏的麻烦，主要的也是为了柳若松的事。,,,
1,当丁鹏笑嘻嘻地站起来，走向她们桌上的时候，杜玲玲拼命咬着嘴唇，杜珍珍的心差点没跳到腔外。,当丁鹏笑嘻嘻地站起来，走向她们桌上的时候，杜玲玲拼命咬着嘴唇，杜珍珍的心差点跳到腔外。,,,
1,谢先生差点没气得吐血，他勉强屈尊，降低了自己的身份自承为下人，来向自居为下人的小香说话，哪知道竟然换到这么一个答案。,谢先生差点气得吐血，他勉强屈尊，降低了自己的身份自承为下人，来向自居为下人的小香说话，哪知道竟然换到这么一个答案。,,,
1,谢先生忍不住笑了，但小香的话却使他的笑差点没变成哭。,谢先生忍不住笑了，但小香的话却使他的笑差点变成哭。,,,
1,绍文跳得老高，差点没有摔到花车下面去。,绍文跳得老高，差点摔到花车下面去。,,,
1,经过推拿医生一番强制接骨，世纬差点没痛晕过去。,经过推拿医生一番强制接骨，世纬差点痛晕过去。,,,
1,这人是怎么回事？素昧平生，他却这样看着她！就在宏达差点没捋起衣袖的时候，他终于及时回过头去，随着队伍渐行渐远。,这人是怎么回事？素昧平生，他却这样看着她！就在宏达差点捋起衣袖的时候，他终于及时回过头去，随着队伍渐行渐远。,,,
1,那时我们四个人轰轰烈烈，差点没把整座公园闹得翻过来！”,那时我们四个人轰轰烈烈，差点把整座公园闹得翻过来！”,,,
1,做医生的只要一句话，就能要我的命。我当时差点没栽到地上。,做医生的只要一句话，就能要我的命。我当时差点栽到地上。,,,
1,“伪政权”指指她，我差点没呕出来。这小妞大概就“现在时”小说里描写的那种“没有爱的痛苦”的荡妇什么的。,“伪政权”指指她，我差点呕出来。这小妞大概就“现在时”小说里描写的那种“没有爱的痛苦”的荡妇什么的。,,,
1,“我他妈对你够可以的了，我借钱买了那么多东西给你，我妈差点没跟我玩命儿。”,“我他妈对你够可以的了，我借钱买了那么多东西给你，我妈差点跟我玩命儿。”,,,
1,90:乔老爷的金鱼眼差点没暴跌出来。,90:乔老爷的金鱼眼差点暴跌出来。,,,
1,因为在这之前，她得了一场重病，差点没到阴间去同她那牺牲的老伴、儿子团聚。,因为在这之前，她得了一场重病，差点到阴间去同她那牺牲的老伴、儿子团聚。,,,
1,亚平妈听完，一口气提不上来，差点没憋过去。有其母必有其女，原来丽鹃的妈是这样的！,亚平妈听完，一口气提不上来，差点憋过去。有其母必有其女，原来丽鹃的妈是这样的！,,,
1,他也愣了，半天才说：“对不起，我以为我在送你们回家。”我差点没笑晕在他面前。,他也愣了，半天才说：“对不起，我以为我在送你们回家。”我差点笑晕在他面前。,,,
1,海萍差点没放声大笑，这坏孩子，居然敢戏弄老师。,海萍差点放声大笑，这坏孩子，居然敢戏弄老师。,,,
1,95:　　苏淳和海萍差点没趴下。反差太大了。以前的卖家贼，现在的英雄。这需要多么大的勇气来承受这种落差啊!,95:　　苏淳和海萍差点趴下。反差太大了。以前的卖家贼，现在的英雄。这需要多么大的勇气来承受这种落差啊!,,,
1,独眼龙带着人打抢老百姓，被史更新的一个班打了个落花流水，差点没有把他给捉住活的，吓得他屁滚尿流着跑了。,独眼龙带着人打抢老百姓，被史更新的一个班打了个落花流水，差点把他给捉住活的，吓得他屁滚尿流着跑了。,,,
1,朱延年一看张科长的眼光就知道他不相信福佑药房是做大买卖的，他连忙暗示地说：“唉，我们福佑因为给解放区往来，叫国民党反动派恨透了，逼得我们解放前不得不歇业，差点没搭上我这条小命。,朱延年一看张科长的眼光就知道他不相信福佑药房是做大买卖的，他连忙暗示地说：“唉，我们福佑因为给解放区往来，叫国民党反动派恨透了，逼得我们解放前不得不歇业，差点搭上我这条小命。,,,
1,这是一句老实话，李佩钟听了差点没笑出来。,这是一句老实话，李佩钟听了差点笑出来。,,,
1,他面色苍白着，步履蹒跚地走下楼梯，差点没滑倒。,他面色苍白着，步履蹒跚地走下楼梯，差点滑倒。,,,
1,“怎么，你那儿有线索？”魏德华挺了一下身子，差点没从椅子上掉下来。,“怎么，你那儿有线索？”魏德华挺了一下身子，差点从椅子上掉下来。,,,
1,苏禹的话依然很轻，但却让代英差点没掉下泪来。,苏禹的话依然很轻，但却让代英差点掉下泪来。,,,
1,等周亮把总结交来，拉拉一看差点没笑出来。,等周亮把总结交来，拉拉一看差点笑出来。,,,
1,愤怒的猎头AMANDA，本来憋着一肚子恶气差点没气爆肚皮，结果拉拉这一说，她一想，是呀，那些优秀的野心勃勃的小区经理还真是会在乎这个。,愤怒的猎头AMANDA，本来憋着一肚子恶气差点气爆肚皮，结果拉拉这一说，她一想，是呀，那些优秀的野心勃勃的小区经理还真是会在乎这个。,,,
1,王伟听拉拉柔声细气却又咬牙切齿地说出这么一段话，差点没笑闭气过去：“我晕！杜拉拉！这谁教你这么说话的？”,王伟听拉拉柔声细气却又咬牙切齿地说出这么一段话，差点笑闭气过去：“我晕！杜拉拉！这谁教你这么说话的？”,,,
1,拉拉刚喝到嘴里的一口热茶差点没喷出来，她赶紧使劲咽下去，问道：“你说什么？”,拉拉刚喝到嘴里的一口热茶差点喷出来，她赶紧使劲咽下去，问道：“你说什么？”,,,
1,30年来俄国同德国打了两次恶仗，第一次被德国人用一个拳头就打败，第二次差点没亡国灭种。,30年来俄国同德国打了两次恶仗，第一次被德国人用一个拳头就打败，第二次差点亡国灭种。,,,
1,于观正在马路边儿一个平板车书摊旁翻看着各种“阴阳合璧”、“阴阳裂变”之类的书，双膝突然被人从后用力顶了一下，两腿一弯差点没跪下，勃然大怒举起拳转身四处张望：“孙子……”,于观正在马路边儿一个平板车书摊旁翻看着各种“阴阳合璧”、“阴阳裂变”之类的书，双膝突然被人从后用力顶了一下，两腿一弯差点跪下，勃然大怒举起拳转身四处张望：“孙子……”,,,
1,黑子使劲拍唐元豹的后背，元豹岔了气，面条差点没从鼻子里出来，和气地笑：“看电视，看电视。”,黑子使劲拍唐元豹的后背，元豹岔了气，面条差点从鼻子里出来，和气地笑：“看电视，看电视。”,,,
1,元豹双手接书，没料到此书是如此沉重，—入怀，差点没压跪下。“这么沉——透着学问。”,元豹双手接书，没料到此书是如此沉重，—入怀，差点压跪下。“这么沉——透着学问。”,,,
1,我听了这话差点没晕过去，娘耶，我是苦胆煮过的命这么苦呀，好好的白雪她嫁了夏风，嫁就嫁吧，我只说她毕竟还在县上，十天半月要回清风街，我还能见到她，如果她一去省城，连水中的月都没有了，连镜中的花都没有了！,我听了这话差点晕过去，娘耶，我是苦胆煮过的命这么苦呀，好好的白雪她嫁了夏风，嫁就嫁吧，我只说她毕竟还在县上，十天半月要回清风街，我还能见到她，如果她一去省城，连水中的月都没有了，连镜中的花都没有了！,,,
1,庆玉把一杯咖啡喝完，面潮心慌，肚里像钻了个猫，挖抓得差点没吐出来。,庆玉把一杯咖啡喝完，面潮心慌，肚里像钻了个猫，挖抓得差点吐出来。,,,
1,小王这家伙，差点没捅出大漏子来。,小王这家伙，差点捅出大漏子来。,,,
1,左右开弓叭叭两个大嘴巴，打得老头子鼻口流血，仄歪两下，差点没倒下。,左右开弓叭叭两个大嘴巴，打得老头子鼻口流血，仄歪两下，差点倒下。,,,
1,洛殿还不知怎么回事，脸上挨了狠狠的两拳，头轰隆轰隆地响，差点没倒下。,洛殿还不知怎么回事，脸上挨了狠狠的两拳，头轰隆轰隆地响，差点倒下。,,,
1,她冷哼一声，差点没恼羞成怒。,她冷哼一声，差点恼羞成怒。,,,
1,车子猛地转了一个弯，我双脚一软，差点没跌扑到为杰的身上去。,车子猛地转了一个弯，我双脚一软，差点跌扑到为杰的身上去。,,,
1,“刷”的一声，一辆汽车煞地停在我身旁，差点没有把沐浴在沉思中的我吓个胆碎。,“刷”的一声，一辆汽车煞地停在我身旁，差点把沐浴在沉思中的我吓个胆碎。,,,
1,差点没操上乔氏公关部，下令邹善儿代为留意一年两季的连卡佛大减价，再知会各人去抢购！,差点操上乔氏公关部，下令邹善儿代为留意一年两季的连卡佛大减价，再知会各人去抢购！,,,
1,宋建平头摇得差点没掉下来，“不行不行，我不行。”,宋建平头摇得差点掉下来，“不行不行，我不行。”,,,
1,“比如奸夫淫妇躲在房里密谋杀人的那些话你又是从何而知？莫非你有那偷听私房的癖好？"做着笔录的英姑差点没笑出声来。,“比如奸夫淫妇躲在房里密谋杀人的那些话你又是从何而知？莫非你有那偷听私房的癖好？"做着笔录的英姑差点笑出声来。,,,
1,许是蹲久了的过，爹一个趔趄，差点没有摔倒，搀着父亲何建国低低地道：“爹，我们走。”他也不想多事。,许是蹲久了的过，爹一个趔趄，差点摔倒，搀着父亲何建国低低地道：“爹，我们走。”他也不想多事。,,,
1,芮小丹心里“咯噔”一下，眼泪差点没掉下来，这故事太让人心酸了。,芮小丹心里“咯噔”一下，眼泪差点掉下来，这故事太让人心酸了。,,,
1,欧阳雪惊讶得差点没晕过去，说：“既然公司都垮了，你给谁打工去？”,欧阳雪惊讶得差点晕过去，说：“既然公司都垮了，你给谁打工去？”,,,
1,管事的给他拿过来了，他一瞧就凉了，四块钱，这下子，他差点没背过气去，回家老想着碴儿生气。,管事的给他拿过来了，他一瞧就凉了，四块钱，这下子，他差点背过气去，回家老想着碴儿生气。,,,
1,他这儿有多大劲儿使多大劲儿，就这一巴掌下去呀，那位差点没背过气去。,他这儿有多大劲儿使多大劲儿，就这一巴掌下去呀，那位差点背过气去。,,,
1,“好，既然愿罚，那么，我再问问你，我那个规矩你也愿意守？”“我愿意守……”李鸣斋差点没哭出声来，心说：我不愿意行吗？,“好，既然愿罚，那么，我再问问你，我那个规矩你也愿意守？”“我愿意守……”李鸣斋差点哭出声来，心说：我不愿意行吗？,,,
1,我和脂肪做斗争，差点没牺牲。,我和脂肪做斗争，差点牺牲。,,,
1,当时我差点没晕倒。她怎么敢这么称呼客人呀？还是指着人家鼻子！,当时我差点晕倒。她怎么敢这么称呼客人呀？还是指着人家鼻子！,,,
1,我赶紧走出台子，站在她身后，听见她说了一句话，差点没昏过去。,我赶紧走出台子，站在她身后，听见她说了一句话，差点昏过去。,,,
1,那边一听差点没气背过去，说，废话，我要是还能开400公里我来加油站干嘛？,那边一听差点气背过去，说，废话，我要是还能开400公里我来加油站干嘛？,,,
1,可是没想到，第一天跑到公司报到差点没令自己当场昏厥，原来关系托来的实习竟然是叫我做前台的工作。,可是没想到，第一天跑到公司报到差点令自己当场昏厥，原来关系托来的实习竟然是叫我做前台的工作。,,,
1,一天，钟浩然正在打电话，讲到高兴处，忍俊不禁，哈哈大笑，被下来检查工作的上司逮了个正着，看到他的样子，上司差点没当场气得晕过去。,一天，钟浩然正在打电话，讲到高兴处，忍俊不禁，哈哈大笑，被下来检查工作的上司逮了个正着，看到他的样子，上司差点当场气得晕过去。,,,
1,我的脑袋嗡的一声，差点没从椅子上栽下来，嘴里喃喃地问，“您，您看出来了？”,我的脑袋嗡的一声，差点从椅子上栽下来，嘴里喃喃地问，“您，您看出来了？”,,,
1,她进了里屋，使出吃奶的劲儿才把老人抱下炕，等老人小便完后，又费尽全力抱她上了炕，这一上一下就累得满头大汗。完了之后她刚想松口气儿，老人却突然开口说：“我想拉屎。”小玉差点没背过气去：得，又得折腾一遍。,她进了里屋，使出吃奶的劲儿才把老人抱下炕，等老人小便完后，又费尽全力抱她上了炕，这一上一下就累得满头大汗。完了之后她刚想松口气儿，老人却突然开口说：“我想拉屎。”小玉差点背过气去：得，又得折腾一遍。,,,
1,站在台中间的是已经穿上演出服装的苏珊。她穿着华丽的衣服，可是她的个子显得非常小，看来十分软弱无力。她吓得差点没晕过去。,站在台中间的是已经穿上演出服装的苏珊。她穿着华丽的衣服，可是她的个子显得非常小，看来十分软弱无力。她吓得差点晕过去。,,,
1,店内一片漆黑，我撞上了用绳子困好放在地上准备退还的杂志，差点没跌一跤，好不容易走到里侧，摸黑脱了鞋子，踏上地板。,店内一片漆黑，我撞上了用绳子困好放在地上准备退还的杂志，差点跌一跤，好不容易走到里侧，摸黑脱了鞋子，踏上地板。,,,
1,他早就想说话，可是不便开口。抽冷子院中狗叫了一声，他差点没由转椅上出溜下去，无声的傻笑了一下，向上提了提身子，继续用手指敲着膝盖。,他早就想说话，可是不便开口。抽冷子院中狗叫了一声，他差点由转椅上出溜下去，无声的傻笑了一下，向上提了提身子，继续用手指敲着膝盖。,,,
1,种种手续办完，马老先生差点没晕过去；心里说，早知道这么麻烦，要命也不上外国来！,种种手续办完，马老先生差点晕过去；心里说，早知道这么麻烦，要命也不上外国来！,,,
1,马老先生的脸蛋红了一块，把脚伸出去一点，好象如果马威再问，他就往车下跳啦。脚伸出去太猛，差点没踩着对面坐着的老太太的小脚尖，于是赶快把腿收回来，同时把跳车的心也取消了。,马老先生的脸蛋红了一块，把脚伸出去一点，好象如果马威再问，他就往车下跳啦。脚伸出去太猛，差点踩着对面坐着的老太太的小脚尖，于是赶快把腿收回来，同时把跳车的心也取消了。,,,
1,他还记得那天逗拿破仑玩的时候，她的头发差点没挨着他的衣裳；现在他所以的放大了胆子往前巴结：爱情是得进一步便进一步的事儿；老不往前迈步，便永远没有接上吻的希望；不接吻还讲什么爱情！,他还记得那天逗拿破仑玩的时候，她的头发差点挨着他的衣裳；现在他所以的放大了胆子往前巴结：爱情是得进一步便进一步的事儿；老不往前迈步，便永远没有接上吻的希望；不接吻还讲什么爱情！,,,
1,混吧！混过一天又一天，心中好似……他差点没哼哼出几句西皮快板来。这种好歹活着，便是中国半生不死的一个原因，自然老马不会想到这里。,混吧！混过一天又一天，心中好似……他差点哼哼出几句西皮快板来。这种好歹活着，便是中国半生不死的一个原因，自然老马不会想到这里。,,,
1,马威进了书房，低声儿叫：“父亲！”老马先生答应了一声，差点没落下泪来。,马威进了书房，低声儿叫：“父亲！”老马先生答应了一声，差点落下泪来。,,,
1,她睁开眼，用手轻轻一推他的嘴，他向后退了两步，差点没倒下。,她睁开眼，用手轻轻一推他的嘴，他向后退了两步，差点倒下。,,,
1,“好老武，都是你！差点没出人命！”赵子曰无精失采的坐起来。,“好老武，都是你！差点出人命！”赵子曰无精失采的坐起来。,,,
1,“河大”差点儿没背过气去！,“河大”差点儿背过气去！,,,
1,进入会客厅后，早等在此的恰导演一见这身服装，登时吓得头发差点儿没竖起来：“你……你不要脑袋了！”可事已至此，只好听天由命吧！,进入会客厅后，早等在此的恰导演一见这身服装，登时吓得头发差点儿竖起来：“你……你不要脑袋了！”可事已至此，只好听天由命吧！,,,
1,“朋友们”吓得差点儿没晕过去，等镇定下来后异口同声地发誓，他们当中绝对没人有过这种念头也不可能有。,“朋友们”吓得差点儿晕过去，等镇定下来后异口同声地发誓，他们当中绝对没人有过这种念头也不可能有。,,,
1,这组诗一问世，王钦若马上拿着去向皇帝告状，杨亿差点儿没因此而招致杀身之祸。,这组诗一问世，王钦若马上拿着去向皇帝告状，杨亿差点儿因此而招致杀身之祸。,,,
1,他拿到钱后吹着口哨像小鸟似的离开了。维克多和我忍俊不禁，差点儿没在画廊中央跳起舞来。,他拿到钱后吹着口哨像小鸟似的离开了。维克多和我忍俊不禁，差点儿在画廊中央跳起舞来。,,,
1,其实你差点儿没背过气去，你紧张得汗如水洗。,其实你差点儿背过气去，你紧张得汗如水洗。,,,
1,“现在时”满认真，我差点儿没乐出声儿来。,“现在时”满认真，我差点儿乐出声儿来。,,,
1,浑身疼痛，四肢酸麻，伤口一剜一剜的疼痛，眼前一黑，差点儿没有栽倒。,浑身疼痛，四肢酸麻，伤口一剜一剜的疼痛，眼前一黑，差点儿栽倒。,,,
1,把刀往前一杵，差点儿没有碰着齐英。,把刀往前一杵，差点儿碰着齐英。,,,
1,林丽说这两句话的工夫差点儿没有哭出来。,林丽说这两句话的工夫差点儿哭出来。,,,
1,刁世贵把门开开，拿电筒一照，不但是他的脑袋瓜子差点儿没有碰到桌子上，他的动作要是慢一点儿，就得被桌子腿儿给他开个满脸花！,刁世贵把门开开，拿电筒一照，不但是他的脑袋瓜子差点儿碰到桌子上，他的动作要是慢一点儿，就得被桌子腿儿给他开个满脸花！,,,
1,后头的脚步声被楞秋儿听到了，楞秋儿惊慌地回头一看，二虎的刺刀差点儿没有捅着他，急忙顺过枪来，对着二虎就搂了火儿。,后头的脚步声被楞秋儿听到了，楞秋儿惊慌地回头一看，二虎的刺刀差点儿捅着他，急忙顺过枪来，对着二虎就搂了火儿。,,,
1,用力把胳膊一抡，抡得李柱儿趔趔趄趄地倒退了好几步，差点儿没有摔个跟斗。,用力把胳膊一抡，抡得李柱儿趔趔趄趄地倒退了好几步，差点儿摔个跟斗。,,,
1,这时，猴儿先儿的一只脚噗哒一声，登住了洞口，差点儿没有碰到志如的枪。,这时，猴儿先儿的一只脚噗哒一声，登住了洞口，差点儿碰到志如的枪。,,,
1,虽然一句话也没有说，可是把个刁世贵给美得差点儿没有晕过去！,虽然一句话也没有说，可是把个刁世贵给美得差点儿晕过去！,,,
1,向南倒吸一口凉气，眼泪差点儿没出来：“高，实在是高！”,向南倒吸一口凉气，眼泪差点儿出来：“高，实在是高！”,,,
1,猛一听“辛苦啦”这三个字，林雁冬差点儿没乐出来：我这么卖命干，我们领导都没说一声“辛苦”，还得等人家八竿子打不着的人来说，真够逗的！,猛一听“辛苦啦”这三个字，林雁冬差点儿乐出来：我这么卖命干，我们领导都没说一声“辛苦”，还得等人家八竿子打不着的人来说，真够逗的！,,,
1,玉英拿着两万元酬金走了，徐伯贤把吴老板留在客厅里，抖动着刚才差点儿没撒掉的那份合同说∶“吴老板，这个项目，缓办！”,玉英拿着两万元酬金走了，徐伯贤把吴老板留在客厅里，抖动着刚才差点儿撒掉的那份合同说∶“吴老板，这个项目，缓办！”,,,
1,金枝的处境，她的艰难，勇气，金子般的真情，说得大立差点儿没掉下泪来。,金枝的处境，她的艰难，勇气，金子般的真情，说得大立差点儿掉下泪来。,,,
1,他带了一个中队守黄门集，仗还没打完，战士们就去商行扛东西，他差点儿没开枪毙人。显然，这支部队的纪律存在着很严重的问题。,他带了一个中队守黄门集，仗还没打完，战士们就去商行扛东西，他差点儿开枪毙人。显然，这支部队的纪律存在着很严重的问题。,,,
1,梁大牙不听便罢，一听这话，差点儿没有气晕过去。,梁大牙不听便罢，一听这话，差点儿气晕过去。,,,
1,岂料梁必达却假装糊涂，反而虚情假意地征求他的意见。张普景当时差点儿没气晕过去——好你个狗日的梁大牙，真是得寸进尺了，你征求我的意见做什么?我能说这个党委书记不该由你当，就该由我这个政委来当?,岂料梁必达却假装糊涂，反而虚情假意地征求他的意见。张普景当时差点儿气晕过去——好你个狗日的梁大牙，真是得寸进尺了，你征求我的意见做什么?我能说这个党委书记不该由你当，就该由我这个政委来当?,,,
1,佛印一听，差点儿没闭过气去！心说：我以为什么绝对儿呢，就这个呀！。,佛印一听，差点儿闭过气去！心说：我以为什么绝对儿呢，就这个呀！。,,,
1,这主儿一听，差点儿没拉裤子里，心里话：我怎么让进这么一位来？,这主儿一听，差点儿拉裤子里，心里话：我怎么让进这么一位来？,,,
1,乙：空树里面就没有孔子啦，这就叫：“空树藏孔，孔进空树，空树孔，孔出空树空树空。”（做喘不上气来的样子）我差点儿没放炮。,乙：空树里面就没有孔子啦，这就叫：“空树藏孔，孔进空树，空树孔，孔出空树空树空。”（做喘不上气来的样子）我差点儿放炮。,,,
1,这位王爷瞧着他们这份儿德行，差点儿没笑出声来。,这位王爷瞧着他们这份儿德行，差点儿笑出声来。,,,
1,顺着死人身上噌的一蹿，带得死人身上那粉连纸刷啦一响，先生差点儿没趴下。,顺着死人身上噌的一蹿，带得死人身上那粉连纸刷啦一响，先生差点儿趴下。,,,
1,他一拿来王爷就直恶心，他刚往这儿一伸，王爷早把鼻子捂住啦，扭脸摆手说：“给他吃！给他吃！”其实他什么也没闻着。刘安拿着就过来啦，张成一看，打心里恶心！差点儿没吐出来。,他一拿来王爷就直恶心，他刚往这儿一伸，王爷早把鼻子捂住啦，扭脸摆手说：“给他吃！给他吃！”其实他什么也没闻着。刘安拿着就过来啦，张成一看，打心里恶心！差点儿吐出来。,,,
1,黄小力差点儿没坐地下，我二姨就长这模样啊？,黄小力差点儿坐地下，我二姨就长这模样啊？,,,
1,菲利普好不容易才克制住自己，差点儿没当场就抓住她的手热吻起来。,菲利普好不容易才克制住自己，差点儿当场就抓住她的手热吻起来。,,,
1,山姆和他握手，老吉尔差点儿没心脏病发作。,山姆和他握手，老吉尔差点儿心脏病发作。,,,
1,她没有把门拉回去，可是也没放开门锁上的把手，这样一来，他差点儿没有把她连门一道拉到楼梯上来。,她没有把门拉回去，可是也没放开门锁上的把手，这样一来，他差点儿把她连门一道拉到楼梯上来。,,,
1,拉祖米欣接着说，“我们刚刚给他换了内衣，他差点儿没哭起来。”,拉祖米欣接着说，“我们刚刚给他换了内衣，他差点儿哭起来。”,,,
1,他对拉祖米欣接着说，不过已经带点儿洋洋得意和占了上风的神气，差点儿没有加上一句：“年轻人，至少为了科学，为了追求经济学的真理”,他对拉祖米欣接着说，不过已经带点儿洋洋得意和占了上风的神气，差点儿加上一句：“年轻人，至少为了科学，为了追求经济学的真理”,,,
1,我看到他穿马路的时候摇摇晃晃，差点儿没有跌倒。,我看到他穿马路的时候摇摇晃晃，差点儿跌倒。,,,
1,她应拉斯科利尼科夫的要求，端起那盆水，想要端过来递给他，可是差点儿没有连盆一起摔倒。,她应拉斯科利尼科夫的要求，端起那盆水，想要端过来递给他，可是差点儿连盆一起摔倒。,,,
1,我已经发过誓不参加争论了！……他们都在胡说八道！差点儿没打起来！,我已经发过誓不参加争论了！……他们都在胡说八道！差点儿打起来！,,,
1,房门突然砰地一声关上了，吓得普莉赫里娅·亚历山德罗芙娜差点儿没有大叫起来。,房门突然砰地一声关上了，吓得普莉赫里娅·亚历山德罗芙娜差点儿大叫起来。,,,
1,我卡捷琳娜·伊万诺芙娜的爸爸是位上校，差点儿没当上省长，有时他家里大宴宾客，一请就是四十个人。,我卡捷琳娜·伊万诺芙娜的爸爸是位上校，差点儿当上省长，有时他家里大宴宾客，一请就是四十个人。,,,
1,杜尼娅对她的这种尊敬心情几乎使索尼娅发窘了。索尼娅甚至差点儿没哭出来：恰恰相反，她认为自己连对杜尼娅看一眼都不配。,杜尼娅对她的这种尊敬心情几乎使索尼娅发窘了。索尼娅甚至差点儿哭出来：恰恰相反，她认为自己连对杜尼娅看一眼都不配。,,,
1,这个法国姑娘胖墩墩的肩膀和整个儿袒裸着的胳臂，差点儿没擦着他呢。,这个法国姑娘胖墩墩的肩膀和整个儿袒裸着的胳臂，差点儿擦着他呢。,,,
1,她不但不躲，反倒把狗往前送了一送；马先生的手差点儿没贴着她的胸脯儿。,她不但不躲，反倒把狗往前送了一送；马先生的手差点儿贴着她的胸脯儿。,,,
