1,两年后他高兴地说，第一口差点没吐，后来一次能喝三大碗。,两年后他高兴地说，第一口差点吐，后来一次能喝三大碗。
1,黑子使劲拍唐元豹的后背，元豹岔了气，面条差点没从鼻子里出来，和气地笑：“看电视，看电视。”,黑子使劲拍唐元豹的后背，元豹岔了气，面条差点从鼻子里出来，和气地笑：“看电视，看电视。”
1,元豹双手接书，没料到此书是如此沉重，—入怀，差点没压跪下。“这么沉——透着学问。”,元豹双手接书，没料到此书是如此沉重，—入怀，差点压跪下。“这么沉——透着学问。”
1,我听了这话差点没晕过去，娘耶，我是苦胆煮过的命这么苦呀，好好的白雪她嫁了夏风，嫁就嫁吧，我只说她毕竟还在县上，十天半月要回清风街，我还能见到她，如果她一去省城，连水中的月都没有了，连镜中的花都没有了！,我听了这话差点晕过去，娘耶，我是苦胆煮过的命这么苦呀，好好的白雪她嫁了夏风，嫁就嫁吧，我只说她毕竟还在县上，十天半月要回清风街，我还能见到她，如果她一去省城，连水中的月都没有了，连镜中的花都没有了！
1,庆玉把一杯咖啡喝完，面潮心慌，肚里像钻了个猫，挖抓得差点没吐出来。,庆玉把一杯咖啡喝完，面潮心慌，肚里像钻了个猫，挖抓得差点吐出来。
1,小王这家伙，差点没捅出大漏子来。,小王这家伙，差点捅出大漏子来。
1,左右开弓叭叭两个大嘴巴，打得老头子鼻口流血，仄歪两下，差点没倒下。,左右开弓叭叭两个大嘴巴，打得老头子鼻口流血，仄歪两下，差点倒下。
1,洛殿还不知怎么回事，脸上挨了狠狠的两拳，头轰隆轰隆地响，差点没倒下。,洛殿还不知怎么回事，脸上挨了狠狠的两拳，头轰隆轰隆地响，差点倒下。
1,她冷哼一声，差点没恼羞成怒。,她冷哼一声，差点恼羞成怒。
1,车子猛地转了一个弯，我双脚一软，差点没跌扑到为杰的身上去。,车子猛地转了一个弯，我双脚一软，差点跌扑到为杰的身上去。
1,“刷”的一声，一辆汽车煞地停在我身旁，差点没有把沐浴在沉思中的我吓个胆碎。,“刷”的一声，一辆汽车煞地停在我身旁，差点把沐浴在沉思中的我吓个胆碎。
1,差点没操上乔氏公关部，下令邹善儿代为留意一年两季的连卡佛大减价，再知会各人去抢购！,差点操上乔氏公关部，下令邹善儿代为留意一年两季的连卡佛大减价，再知会各人去抢购！
1,宋建平头摇得差点没掉下来，“不行不行，我不行。”,宋建平头摇得差点掉下来，“不行不行，我不行。”
1,“比如奸夫淫妇躲在房里密谋杀人的那些话你又是从何而知？莫非你有那偷听私房的癖好？"做着笔录的英姑差点没笑出声来。,“比如奸夫淫妇躲在房里密谋杀人的那些话你又是从何而知？莫非你有那偷听私房的癖好？"做着笔录的英姑差点笑出声来。
1,许是蹲久了的过，爹一个趔趄，差点没有摔倒，搀着父亲何建国低低地道：“爹，我们走。”他也不想多事。,许是蹲久了的过，爹一个趔趄，差点摔倒，搀着父亲何建国低低地道：“爹，我们走。”他也不想多事。
1,芮小丹心里“咯噔”一下，眼泪差点没掉下来，这故事太让人心酸了。,芮小丹心里“咯噔”一下，眼泪差点掉下来，这故事太让人心酸了。
1,欧阳雪惊讶得差点没晕过去，说：“既然公司都垮了，你给谁打工去？”,欧阳雪惊讶得差点晕过去，说：“既然公司都垮了，你给谁打工去？”
1,管事的给他拿过来了，他一瞧就凉了，四块钱，这下子，他差点没背过气去，回家老想着碴儿生气。,管事的给他拿过来了，他一瞧就凉了，四块钱，这下子，他差点背过气去，回家老想着碴儿生气。
1,他这儿有多大劲儿使多大劲儿，就这一巴掌下去呀，那位差点没背过气去。,他这儿有多大劲儿使多大劲儿，就这一巴掌下去呀，那位差点背过气去。
1,“好，既然愿罚，那么，我再问问你，我那个规矩你也愿意守？”“我愿意守……”李鸣斋差点没哭出声来，心说：我不愿意行吗？,“好，既然愿罚，那么，我再问问你，我那个规矩你也愿意守？”“我愿意守……”李鸣斋差点哭出声来，心说：我不愿意行吗？
1,我和脂肪做斗争，差点没牺牲。,我和脂肪做斗争，差点牺牲。
1,当时我差点没晕倒。她怎么敢这么称呼客人呀？还是指着人家鼻子！,当时我差点晕倒。她怎么敢这么称呼客人呀？还是指着人家鼻子！
1,我赶紧走出台子，站在她身后，听见她说了一句话，差点没昏过去。,我赶紧走出台子，站在她身后，听见她说了一句话，差点昏过去。
1,那边一听差点没气背过去，说，废话，我要是还能开400公里我来加油站干嘛？,那边一听差点气背过去，说，废话，我要是还能开400公里我来加油站干嘛？
1,可是没想到，第一天跑到公司报到差点没令自己当场昏厥，原来关系托来的实习竟然是叫我做前台的工作。,可是没想到，第一天跑到公司报到差点令自己当场昏厥，原来关系托来的实习竟然是叫我做前台的工作。
1,一天，钟浩然正在打电话，讲到高兴处，忍俊不禁，哈哈大笑，被下来检查工作的上司逮了个正着，看到他的样子，上司差点没当场气得晕过去。,一天，钟浩然正在打电话，讲到高兴处，忍俊不禁，哈哈大笑，被下来检查工作的上司逮了个正着，看到他的样子，上司差点当场气得晕过去。
1,我的脑袋嗡的一声，差点没从椅子上栽下来，嘴里喃喃地问，“您，您看出来了？”,我的脑袋嗡的一声，差点从椅子上栽下来，嘴里喃喃地问，“您，您看出来了？”
1,她进了里屋，使出吃奶的劲儿才把老人抱下炕，等老人小便完后，又费尽全力抱她上了炕，这一上一下就累得满头大汗。完了之后她刚想松口气儿，老人却突然开口说：“我想拉屎。”小玉差点没背过气去：得，又得折腾一遍。,她进了里屋，使出吃奶的劲儿才把老人抱下炕，等老人小便完后，又费尽全力抱她上了炕，这一上一下就累得满头大汗。完了之后她刚想松口气儿，老人却突然开口说：“我想拉屎。”小玉差点背过气去：得，又得折腾一遍。
1,站在台中间的是已经穿上演出服装的苏珊。她穿着华丽的衣服，可是她的个子显得非常小，看来十分软弱无力。她吓得差点没晕过去。,站在台中间的是已经穿上演出服装的苏珊。她穿着华丽的衣服，可是她的个子显得非常小，看来十分软弱无力。她吓得差点晕过去。
1,店内一片漆黑，我撞上了用绳子困好放在地上准备退还的杂志，差点没跌一跤，好不容易走到里侧，摸黑脱了鞋子，踏上地板。,店内一片漆黑，我撞上了用绳子困好放在地上准备退还的杂志，差点跌一跤，好不容易走到里侧，摸黑脱了鞋子，踏上地板。
1,他早就想说话，可是不便开口。抽冷子院中狗叫了一声，他差点没由转椅上出溜下去，无声的傻笑了一下，向上提了提身子，继续用手指敲着膝盖。,他早就想说话，可是不便开口。抽冷子院中狗叫了一声，他差点由转椅上出溜下去，无声的傻笑了一下，向上提了提身子，继续用手指敲着膝盖。
1,种种手续办完，马老先生差点没晕过去；心里说，早知道这么麻烦，要命也不上外国来！,种种手续办完，马老先生差点晕过去；心里说，早知道这么麻烦，要命也不上外国来！
1,马老先生的脸蛋红了一块，把脚伸出去一点，好象如果马威再问，他就往车下跳啦。脚伸出去太猛，差点没踩着对面坐着的老太太的小脚尖，于是赶快把腿收回来，同时把跳车的心也取消了。,马老先生的脸蛋红了一块，把脚伸出去一点，好象如果马威再问，他就往车下跳啦。脚伸出去太猛，差点踩着对面坐着的老太太的小脚尖，于是赶快把腿收回来，同时把跳车的心也取消了。
1,他还记得那天逗拿破仑玩的时候，她的头发差点没挨着他的衣裳；现在他所以的放大了胆子往前巴结：爱情是得进一步便进一步的事儿；老不往前迈步，便永远没有接上吻的希望；不接吻还讲什么爱情！,他还记得那天逗拿破仑玩的时候，她的头发差点挨着他的衣裳；现在他所以的放大了胆子往前巴结：爱情是得进一步便进一步的事儿；老不往前迈步，便永远没有接上吻的希望；不接吻还讲什么爱情！
1,混吧！混过一天又一天，心中好似……他差点没哼哼出几句西皮快板来。这种好歹活着，便是中国半生不死的一个原因，自然老马不会想到这里。,混吧！混过一天又一天，心中好似……他差点哼哼出几句西皮快板来。这种好歹活着，便是中国半生不死的一个原因，自然老马不会想到这里。
1,马威进了书房，低声儿叫：“父亲！”老马先生答应了一声，差点没落下泪来。,马威进了书房，低声儿叫：“父亲！”老马先生答应了一声，差点落下泪来。
1,她睁开眼，用手轻轻一推他的嘴，他向后退了两步，差点没倒下。,她睁开眼，用手轻轻一推他的嘴，他向后退了两步，差点倒下。
1,“好老武，都是你！差点没出人命！”赵子曰无精失采的坐起来。,“好老武，都是你！差点出人命！”赵子曰无精失采的坐起来。
1,“河大”差点儿没背过气去！,“河大”差点儿背过气去！
1,进入会客厅后，早等在此的恰导演一见这身服装，登时吓得头发差点儿没竖起来：“你……你不要脑袋了！”可事已至此，只好听天由命吧！,进入会客厅后，早等在此的恰导演一见这身服装，登时吓得头发差点儿竖起来：“你……你不要脑袋了！”可事已至此，只好听天由命吧！
1,“朋友们”吓得差点儿没晕过去，等镇定下来后异口同声地发誓，他们当中绝对没人有过这种念头也不可能有。,“朋友们”吓得差点儿晕过去，等镇定下来后异口同声地发誓，他们当中绝对没人有过这种念头也不可能有。
1,这组诗一问世，王钦若马上拿着去向皇帝告状，杨亿差点儿没因此而招致杀身之祸。,这组诗一问世，王钦若马上拿着去向皇帝告状，杨亿差点儿因此而招致杀身之祸。
1,他拿到钱后吹着口哨像小鸟似的离开了。维克多和我忍俊不禁，差点儿没在画廊中央跳起舞来。,他拿到钱后吹着口哨像小鸟似的离开了。维克多和我忍俊不禁，差点儿在画廊中央跳起舞来。
1,其实你差点儿没背过气去，你紧张得汗如水洗。,其实你差点儿背过气去，你紧张得汗如水洗。
1,“现在时”满认真，我差点儿没乐出声儿来。,“现在时”满认真，我差点儿乐出声儿来。
1,浑身疼痛，四肢酸麻，伤口一剜一剜的疼痛，眼前一黑，差点儿没有栽倒。,浑身疼痛，四肢酸麻，伤口一剜一剜的疼痛，眼前一黑，差点儿栽倒。
1,把刀往前一杵，差点儿没有碰着齐英。,把刀往前一杵，差点儿碰着齐英。
1,林丽说这两句话的工夫差点儿没有哭出来。,林丽说这两句话的工夫差点儿哭出来。
1,刁世贵把门开开，拿电筒一照，不但是他的脑袋瓜子差点儿没有碰到桌子上，他的动作要是慢一点儿，就得被桌子腿儿给他开个满脸花！,刁世贵把门开开，拿电筒一照，不但是他的脑袋瓜子差点儿碰到桌子上，他的动作要是慢一点儿，就得被桌子腿儿给他开个满脸花！
1,后头的脚步声被楞秋儿听到了，楞秋儿惊慌地回头一看，二虎的刺刀差点儿没有捅着他，急忙顺过枪来，对着二虎就搂了火儿。,后头的脚步声被楞秋儿听到了，楞秋儿惊慌地回头一看，二虎的刺刀差点儿捅着他，急忙顺过枪来，对着二虎就搂了火儿。
1,用力把胳膊一抡，抡得李柱儿趔趔趄趄地倒退了好几步，差点儿没有摔个跟斗。,用力把胳膊一抡，抡得李柱儿趔趔趄趄地倒退了好几步，差点儿摔个跟斗。
1,这时，猴儿先儿的一只脚噗哒一声，登住了洞口，差点儿没有碰到志如的枪。,这时，猴儿先儿的一只脚噗哒一声，登住了洞口，差点儿碰到志如的枪。
1,虽然一句话也没有说，可是把个刁世贵给美得差点儿没有晕过去！,虽然一句话也没有说，可是把个刁世贵给美得差点儿晕过去！
1,向南倒吸一口凉气，眼泪差点儿没出来：“高，实在是高！”,向南倒吸一口凉气，眼泪差点儿出来：“高，实在是高！”
1,猛一听“辛苦啦”这三个字，林雁冬差点儿没乐出来：我这么卖命干，我们领导都没说一声“辛苦”，还得等人家八竿子打不着的人来说，真够逗的！,猛一听“辛苦啦”这三个字，林雁冬差点儿乐出来：我这么卖命干，我们领导都没说一声“辛苦”，还得等人家八竿子打不着的人来说，真够逗的！
1,玉英拿着两万元酬金走了，徐伯贤把吴老板留在客厅里，抖动着刚才差点儿没撒掉的那份合同说∶“吴老板，这个项目，缓办！”,玉英拿着两万元酬金走了，徐伯贤把吴老板留在客厅里，抖动着刚才差点儿撒掉的那份合同说∶“吴老板，这个项目，缓办！”
1,金枝的处境，她的艰难，勇气，金子般的真情，说得大立差点儿没掉下泪来。,金枝的处境，她的艰难，勇气，金子般的真情，说得大立差点儿掉下泪来。
1,他带了一个中队守黄门集，仗还没打完，战士们就去商行扛东西，他差点儿没开枪毙人。显然，这支部队的纪律存在着很严重的问题。,他带了一个中队守黄门集，仗还没打完，战士们就去商行扛东西，他差点儿开枪毙人。显然，这支部队的纪律存在着很严重的问题。
1,梁大牙不听便罢，一听这话，差点儿没有气晕过去。,梁大牙不听便罢，一听这话，差点儿气晕过去。
1,岂料梁必达却假装糊涂，反而虚情假意地征求他的意见。张普景当时差点儿没气晕过去——好你个狗日的梁大牙，真是得寸进尺了，你征求我的意见做什么?我能说这个党委书记不该由你当，就该由我这个政委来当?,岂料梁必达却假装糊涂，反而虚情假意地征求他的意见。张普景当时差点儿气晕过去——好你个狗日的梁大牙，真是得寸进尺了，你征求我的意见做什么?我能说这个党委书记不该由你当，就该由我这个政委来当?
1,佛印一听，差点儿没闭过气去！心说：我以为什么绝对儿呢，就这个呀！。,佛印一听，差点儿闭过气去！心说：我以为什么绝对儿呢，就这个呀！。
1,这主儿一听，差点儿没拉裤子里，心里话：我怎么让进这么一位来？,这主儿一听，差点儿拉裤子里，心里话：我怎么让进这么一位来？
1,乙：空树里面就没有孔子啦，这就叫：“空树藏孔，孔进空树，空树孔，孔出空树空树空。”（做喘不上气来的样子）我差点儿没放炮。,乙：空树里面就没有孔子啦，这就叫：“空树藏孔，孔进空树，空树孔，孔出空树空树空。”（做喘不上气来的样子）我差点儿放炮。
1,这位王爷瞧着他们这份儿德行，差点儿没笑出声来。,这位王爷瞧着他们这份儿德行，差点儿笑出声来。
1,顺着死人身上噌的一蹿，带得死人身上那粉连纸刷啦一响，先生差点儿没趴下。,顺着死人身上噌的一蹿，带得死人身上那粉连纸刷啦一响，先生差点儿趴下。
1,他一拿来王爷就直恶心，他刚往这儿一伸，王爷早把鼻子捂住啦，扭脸摆手说：“给他吃！给他吃！”其实他什么也没闻着。刘安拿着就过来啦，张成一看，打心里恶心！差点儿没吐出来。,他一拿来王爷就直恶心，他刚往这儿一伸，王爷早把鼻子捂住啦，扭脸摆手说：“给他吃！给他吃！”其实他什么也没闻着。刘安拿着就过来啦，张成一看，打心里恶心！差点儿吐出来。
1,黄小力差点儿没坐地下，我二姨就长这模样啊？,黄小力差点儿坐地下，我二姨就长这模样啊？
1,菲利普好不容易才克制住自己，差点儿没当场就抓住她的手热吻起来。,菲利普好不容易才克制住自己，差点儿当场就抓住她的手热吻起来。
1,山姆和他握手，老吉尔差点儿没心脏病发作。,山姆和他握手，老吉尔差点儿心脏病发作。
1,她没有把门拉回去，可是也没放开门锁上的把手，这样一来，他差点儿没有把她连门一道拉到楼梯上来。,她没有把门拉回去，可是也没放开门锁上的把手，这样一来，他差点儿把她连门一道拉到楼梯上来。
1,拉祖米欣接着说，“我们刚刚给他换了内衣，他差点儿没哭起来。”,拉祖米欣接着说，“我们刚刚给他换了内衣，他差点儿哭起来。”
1,他对拉祖米欣接着说，不过已经带点儿洋洋得意和占了上风的神气，差点儿没有加上一句：“年轻人，至少为了科学，为了追求经济学的真理”,他对拉祖米欣接着说，不过已经带点儿洋洋得意和占了上风的神气，差点儿加上一句：“年轻人，至少为了科学，为了追求经济学的真理”
1,我看到他穿马路的时候摇摇晃晃，差点儿没有跌倒。,我看到他穿马路的时候摇摇晃晃，差点儿跌倒。
1,她应拉斯科利尼科夫的要求，端起那盆水，想要端过来递给他，可是差点儿没有连盆一起摔倒。,她应拉斯科利尼科夫的要求，端起那盆水，想要端过来递给他，可是差点儿连盆一起摔倒。
1,我已经发过誓不参加争论了！……他们都在胡说八道！差点儿没打起来！,我已经发过誓不参加争论了！……他们都在胡说八道！差点儿打起来！
1,房门突然砰地一声关上了，吓得普莉赫里娅·亚历山德罗芙娜差点儿没有大叫起来。,房门突然砰地一声关上了，吓得普莉赫里娅·亚历山德罗芙娜差点儿大叫起来。
1,我卡捷琳娜·伊万诺芙娜的爸爸是位上校，差点儿没当上省长，有时他家里大宴宾客，一请就是四十个人。,我卡捷琳娜·伊万诺芙娜的爸爸是位上校，差点儿当上省长，有时他家里大宴宾客，一请就是四十个人。
1,杜尼娅对她的这种尊敬心情几乎使索尼娅发窘了。索尼娅甚至差点儿没哭出来：恰恰相反，她认为自己连对杜尼娅看一眼都不配。,杜尼娅对她的这种尊敬心情几乎使索尼娅发窘了。索尼娅甚至差点儿哭出来：恰恰相反，她认为自己连对杜尼娅看一眼都不配。
1,这个法国姑娘胖墩墩的肩膀和整个儿袒裸着的胳臂，差点儿没擦着他呢。,这个法国姑娘胖墩墩的肩膀和整个儿袒裸着的胳臂，差点儿擦着他呢。
1,她不但不躲，反倒把狗往前送了一送；马先生的手差点儿没贴着她的胸脯儿。,她不但不躲，反倒把狗往前送了一送；马先生的手差点儿贴着她的胸脯儿。
1,那个人看样子有三十多岁，还戴着脚镣，一出来就扑倒在周炳怀里，差一点儿没有摔在地上。,那个人看样子有三十多岁，还戴着脚镣，一出来就扑倒在周炳怀里，差一点儿摔在地上。
1,开开门后，小西循声吧唧吧唧冲进卫生间，扑过去拧上了水龙头，差一点儿没有滑倒，引得身后的简佳惊叫连连。,开开门后，小西循声吧唧吧唧冲进卫生间，扑过去拧上了水龙头，差一点儿滑倒，引得身后的简佳惊叫连连。
1,那船儿被他踩得一晃悠、一晃悠的，缪立仁又差一点没摔下水去。,那船儿被他踩得一晃悠、一晃悠的，缪立仁又差一点摔下水去。
1,冷不防，她打了一个冷战，一连向后退了三步，险一些，小的儿差一点没跌倒在地上。,冷不防，她打了一个冷战，一连向后退了三步，险一些，小的儿差一点跌倒在地上。
1,在洗手间里，他瞧着肮脏模糊的镜子里头肮脏模糊的自己，差一点没有流下泪来。,在洗手间里，他瞧着肮脏模糊的镜子里头肮脏模糊的自己，差一点流下泪来。
1,"贺林教授说:“当我们最初提出自己的要求时,外方人员诧异得差一点没有从椅子上掉下来。”","贺林教授说:“当我们最初提出自己的要求时,外方人员诧异得差一点从椅子上掉下来。”"
1,这一刻，汉城的天差一点没塌下来。,这一刻，汉城的天差一点塌下来。
1,看！差一点没发生误会。”,看！差一点发生误会。”
1,他讲得满头满脸都是汗，一边高声喊叫，一边拍着桌子，一边指着朱延年，气愤愤地说个不休，那唾沫星子直往外喷，差一点没喷到马丽琳的脸蛋上。,他讲得满头满脸都是汗，一边高声喊叫，一边拍着桌子，一边指着朱延年，气愤愤地说个不休，那唾沫星子直往外喷，差一点喷到马丽琳的脸蛋上。
1,芒种直直的望着，牲口把水喝干了，用嘴把梢桶挑起来，当啷一声，差一点没掉到井里去，春儿回过头来笑了。,芒种直直的望着，牲口把水喝干了，用嘴把梢桶挑起来，当啷一声，差一点掉到井里去，春儿回过头来笑了。
1,随手就撒开了大黑狗，俗儿跳起来，乱着头发跑出来，春儿也跟着跑出来，大黑狗一直追到街上，差一点没叼住她的裤子。,随手就撒开了大黑狗，俗儿跳起来，乱着头发跑出来，春儿也跟着跑出来，大黑狗一直追到街上，差一点叼住她的裤子。
1,这是一个女人。春儿听出是俗儿的声口，差一点没有呕吐起来。,这是一个女人。春儿听出是俗儿的声口，差一点呕吐起来。
1,女园艺师来玩时，我很想委婉地说她几句。我差一点没有说出：你身边那些小伙子够多了，干吗要来骚扰我们葡萄园哪！,女园艺师来玩时，我很想委婉地说她几句。我差一点说出：你身边那些小伙子够多了，干吗要来骚扰我们葡萄园哪！
1,这小高也太讨厌了，我差一点没哭出来。,这小高也太讨厌了，我差一点哭出来。
1,打得李德才闹了个侧不楞，差一点没跌在地下，趔趔趄趄地逃走了。,打得李德才闹了个侧不楞，差一点跌在地下，趔趔趄趄地逃走了。
1,江涛两手紧扒，差一点没滑到水里去。,江涛两手紧扒，差一点滑到水里去。
1,如果他们束手无策，我们不妨自己试一试，死马……（我想他差一点没说出的一句话准是：‘死马当作活马医嘛！’他真会悬崖勒马！）,如果他们束手无策，我们不妨自己试一试，死马……（我想他差一点说出的一句话准是：‘死马当作活马医嘛！’他真会悬崖勒马！）
1,“只慢一步，差一点没拿到探视病人的牌子。”,“只慢一步，差一点拿到探视病人的牌子。”
1,因为“租金不贵”这四个字，马伯乐差一点没跟会计打起来。,因为“租金不贵”这四个字，马伯乐差一点跟会计打起来。
1,马伯乐是一阵心酸，又差一点没有流下眼泪来。,马伯乐是一阵心酸，又差一点流下眼泪来。
1,他差一点没有说出来“真他妈的中国人”。他说了半句，他勉强地收住了。,他差一点说出来“真他妈的中国人”。他说了半句，他勉强地收住了。
1,马伯乐想到激愤的时候，把脚往地板上一跺，哐啷一声，差一点没有把太太震醒。,马伯乐想到激愤的时候，把脚往地板上一跺，哐啷一声，差一点把太太震醒。
1,当太太很小心地给他擦着药的时候，使他心里充满了万分的感激，充满了万分的仟悔，他差一点没有流下眼泪来。,当太太很小心地给他擦着药的时候，使他心里充满了万分的感激，充满了万分的仟悔，他差一点流下眼泪来。
1,太太忽然想起来了：去年他不就是为着一条领带哭了半夜吗？太太差一点没笑出来，赶快忍着，装做平静的态度问着。,太太忽然想起来了：去年他不就是为着一条领带哭了半夜吗？太太差一点笑出来，赶快忍着，装做平静的态度问着。
1,他勉强地挣扎着才算走到了家里，差一点没有被冲到阴沟里去。向前走，终于也就走到家里来了。,他勉强地挣扎着才算走到了家里，差一点被冲到阴沟里去。向前走，终于也就走到家里来了。
1,茶船北返的路上，我、孙先生、长栓在武昌城下被一群土匪劫了，差一点没砍头。正是这家伙及时赶到，救了我们的性命。,茶船北返的路上，我、孙先生、长栓在武昌城下被一群土匪劫了，差一点砍头。正是这家伙及时赶到，救了我们的性命。
1,菲利普顿时感到自己浑身燥热，羞得无地自容，差一点没哭出声来。,菲利普顿时感到自己浑身燥热，羞得无地自容，差一点哭出声来。
1,旅行袋差一点没从路路通手中掉下来，仿佛里头真的装了两万镑金子，显得特别沉重似的。,旅行袋差一点从路路通手中掉下来，仿佛里头真的装了两万镑金子，显得特别沉重似的。
1,他差一点没有高兴得露出马脚来。那张护照在他的手里直抖。,他差一点高兴得露出马脚来。那张护照在他的手里直抖。
1,但当他两脚落地，踏在这个烂糟了的浮码头上的时候，差一点没栽个跟斗。小伙子就是用这样狼狈的姿式踏上了美洲大陆。,但当他两脚落地，踏在这个烂糟了的浮码头上的时候，差一点栽个跟斗。小伙子就是用这样狼狈的姿式踏上了美洲大陆。
1,她连忙把头转过去，感到丢人，并且生了气，差一点没有抓个什么东西甩在他的头上。,她连忙把头转过去，感到丢人，并且生了气，差一点抓个什么东西甩在他的头上。
1,晋吉从侦探旁边走过，差一点没擦着侦探的身体，然后，朝坐在里面角落里的五十岚走去。,晋吉从侦探旁边走过，差一点擦着侦探的身体，然后，朝坐在里面角落里的五十岚走去。
1,法医、教授和女助教都一致认为是自杀，而他固执地坚持自己对涅斯捷洛夫的怀疑，差一点没有把涅斯捷洛夫给关起来……,法医、教授和女助教都一致认为是自杀，而他固执地坚持自己对涅斯捷洛夫的怀疑，差一点把涅斯捷洛夫给关起来……
1,“一个人因为自己脚上生鸡眼，便总想着踩别人的脚趾头，”罗马烛光弹低声耳语道。爆竹差一点没笑破肚皮。,“一个人因为自己脚上生鸡眼，便总想着踩别人的脚趾头，”罗马烛光弹低声耳语道。爆竹差一点笑破肚皮。
1,今天买皮鞋，明天买白帽子，书钱花得不多，零七八碎差一点没叫我破产，我的老天爷！,今天买皮鞋，明天买白帽子，书钱花得不多，零七八碎差一点叫我破产，我的老天爷！
1,糊涂涂觉着他说的也使得，便叫有余到东房里从那一盒差一点没有被满喜倒在垃圾里的古董里把四张分单找出来。,糊涂涂觉着他说的也使得，便叫有余到东房里从那一盒差一点被满喜倒在垃圾里的古董里把四张分单找出来。
1,常有理朝着灵芝的脊背噘了噘嘴，差一点没有骂出来。,常有理朝着灵芝的脊背噘了噘嘴，差一点骂出来。
0,这不是赵雅芝吗，多年不见，我差点没认出她。,这不是赵雅芝吗，多年不见，我差点认出她。
0,当年，他在博士论文答辩里就搞不清最基本的显微镜分辨度问题，差点没拿到学位。,当年，他在博士论文答辩里就搞不清最基本的显微镜分辨度问题，差点拿到学位。
0,那个吴荪甫因股市狂跌而倾家荡产，差点没了命。,那个吴荪甫因股市狂跌而倾家荡产，差点了命。
0,旗手刘玉栋戴了一项白帽子，差一点没认出来。,旗手刘玉栋戴了一项白帽子，差一点认出来。
0,不会游泳的司校长凭经验憋足气，推上两个孩子，自己却因体力不支差点没入水中。,不会游泳的司校长凭经验憋足气，推上两个孩子，自己却因体力不支差点入水中。
0,有的一旦某个干部提拔了，就立即找到本人说，“亏得我坚持，差点没通过”，而对没提拔的干部则显出一副无可奈何的样子以表“同情”。,有的一旦某个干部提拔了，就立即找到本人说，“亏得我坚持，差点通过”，而对没提拔的干部则显出一副无可奈何的样子以表“同情”。
0,走进地方一家饭店，一顿饱餐，吓得店家差点没回过神来，说开了一辈子饭馆，碰上这样“战斗力”强的人,走进地方一家饭店，一顿饱餐，吓得店家差点回过神来，说开了一辈子饭馆，碰上这样“战斗力”强的人
0,我们只有一把钥匙，由我带在身上，他那天晚上连门也没能进，还差点没赶上末班车。,我们只有一把钥匙，由我带在身上，他那天晚上连门也没能进，还差点赶上末班车。
0,从衣兜里掏出一瓶辣椒酱，递给毛泽东：“喏，早就给你准备了，差点没有带走。”,从衣兜里掏出一瓶辣椒酱，递给毛泽东：“喏，早就给你准备了，差点有带走。”
0,他成绩很好，却差点没读成高中。,他成绩很好，却差点读成高中。
0,"“我正在赶写一篇稿子,同时联系其他采访,时间安排很紧,差点没功夫赶上今天的这场采访”。","“我正在赶写一篇稿子,同时联系其他采访,时间安排很紧,差点功夫赶上今天的这场采访”。"
0,这是我为您写的一首诗，我差点没有勇气把它给您。,这是我为您写的一首诗，我差点有勇气把它给您。
0,他跑到校长背后，学狼狗叫，吓得校长太太摔了一跤，为了这，爸差一点没有拿到毕业证书。,他跑到校长背后，学狼狗叫，吓得校长太太摔了一跤，为了这，爸差一点有拿到毕业证书。
0,回顾这一生，起点很糟，连小学都差点没念完。,回顾这一生，起点很糟，连小学都差点念完。
0,小墩子一愣，后退半步，手里的碗差点儿没托稳。,小墩子一愣，后退半步，手里的碗差点儿托稳。
0,在西藏旅游时他发过一次高烧，差点没命。,在西藏旅游时他发过一次高烧，差点命。
0,陈维高给恭维得一口气差点没喘上来，噎了一会儿，翻了翻白眼儿,陈维高给恭维得一口气差点喘上来，噎了一会儿，翻了翻白眼儿
0,袖子卷在胳膊肘，腰里系一根皮带．他差点儿没认出她来。,袖子卷在胳膊肘，腰里系一根皮带．他差点儿认出她来。
0,“只慢一步，差一点没拿到探视病人的牌子。”,“只慢一步，差一点拿到探视病人的牌子。”
0,唉，我这人的缺点就是爱谈恋爱，从高中就谈起，结果差点没考上大学，幸亏服装学院好心要了我，教我学做衣服,唉，我这人的缺点就是爱谈恋爱，从高中就谈起，结果差点考上大学，幸亏服装学院好心要了我，教我学做衣服
0,紧张感一松，起急了的那股晕眩的感觉就上来了，眼前一黑，差点没站稳。,紧张感一松，起急了的那股晕眩的感觉就上来了，眼前一黑，差点站稳。
0,“你，比小时候变得多了，我差点没有把你认出来，要不是他们提起你的名字……”,“你，比小时候变得多了，我差点有把你认出来，要不是他们提起你的名字……”
0,国际汽联的赛事，只会在车检上做文章，我的赛鞋的鞋底有一个洞都差点没有通过车检，在我们国家，拿皮鞋去车检都没有问题。,国际汽联的赛事，只会在车检上做文章，我的赛鞋的鞋底有一个洞都差点有通过车检，在我们国家，拿皮鞋去车检都没有问题。
0,据悉，在这次自学考试中，还有几名刚从外地转调来的服刑人员，差点没有参加成考试。,据悉，在这次自学考试中，还有几名刚从外地转调来的服刑人员，差点有参加成考试。
0,啊，真是不敢想象，眼前座位上参加笔试的足足有一千人了吧，我们差点没坐，幸好还加了桌子和椅子。,啊，真是不敢想象，眼前座位上参加笔试的足足有一千人了吧，我们差点坐，幸好还加了桌子和椅子。
