sentence,label
“呵呵……”轻松的笑语好不快意地又飘了下来。,1
只见尹大公子一个人悠悠哉哉的坐在院子前赏花，吟风弄月，好快活。“你可真优闲。,1
这远远看去，只见万头钻动，好不热闹！这日正巧适逢十六，又到了万商云集之日。,1
何永才跟记者大倒苦水，有时候苦口婆心地劝，流浪乞讨人员好容易到了救助站并答应回家，于是派人护送其回家。,0
农民好容易等到麦收了，而且今年收的不算坏。,0
他住在那儿，依然象往日那样过着很阔绰的生活，今天请这班朋友来喝酒，明天邀那批朋友聚餐，真是好不热闹。,1
宝儿瞪着他，而他更气人地一迳哈哈大笑，好不快乐。“我警告你——”她举起手指着他，正想好好警告他时却被打断。,1
”一位50多岁的游客好不容易从“新娘”的胳膊中挣脱出来，刚才还柔情万种的“新娘”立即杏眼圆瞪：“你连50元也交不起？,0
”他为她绕城绕得好不辛苦，还前前后后被接了好几回，她简直就像他所说的，是个为他带来祸事的大麻烦。,1
评论指出，韩国的战争挑衅造成了朝韩之间新的紧张状态，损害了好不容易才形成的对话气氛。,0
我重新穿上了我原来的破衣烂衫，重新钻进了那只原本装糖的大木桶里，好不自由，好不逍遥自在。,1
孙立极（北京）：为开成这次会议，又是连署，又是谈判，吵吵闹闹恐怕有一个月之久，好不容易坐下来开会，却开了三天就完事。,0
好容易打听到消息，几个人先是驱车近300公里，又乘骆驼跑了35公里，终于找到养殖户家里。,0
据我的耳闻，早在我降生之前，那时代已经相当遥远，也较难以确定，我不禁夸大事实，说那个年代已经十分久远，反正，早在那个时期，那些忠实信徒们中间就已经有数位常去城里聚餐了，如今，他们一如既往，还继续参加聚餐，令我见了好惊诧。这些人不仅生命还在继续，而且始终体魄强健，但又有多少友人精力耗尽，在此处，彼处相继去世，为我亲眼所见，这两者之间适成鲜明的对比，给我造成了一种感觉，当我们在报纸的《最新消息栏》读到的正是我们最料想不到的新闻时，感受到的正是这种感觉，比如某人突然夭折，我们甚觉意外，因其致死的原因我们始终一无所知。,1
可是其余的人还在不停地谈论，所有六条船上，大家一直有说有笑，好热闹。怎么办？,1
走进县委会的院子，很使我们惊讶：几乎所有的办公室和宿舍都已关窗锁门，好容易才在收发室里找到一位同志，是县委会唯一留下来看房子和收转文件的人。,0
３月９日下午，在北京大学校园里，毕业学生与用人单位“讨价还价”好不热闹，济南高新区的招聘会平和热烈地进行。,1
”“看上去好诡异，姐，你不怕？,1
风清扬坐了一程，觉得面前这人遮住视线，好不气闷，可若一掌将他打将下去，又来免于心不忍。,1
梅锋见这一剑来势凌厉，手中又没有趁手兵刃，只得仰身一翻，一个“铁板桥”躲过一剑，燕玉丝毫不放松，一剑不中，另一剑又改攻过来，梅锋见剑影晃动，心中惊惶，忙就地一滚，让开几尺，形象好狼狈。梅锋在燕玉创下一连躲了三招，却讨不着一点便宜，心中着恼，暗道：“此情不妙，不知后面还有不有好手在，若不早点打发了这妞儿，今儿个恐怕难逃一死。,1
有的人好不容易买到了，交了钱，端着碗，不等找到椅子就忙着吃了起来。,0
好容易从70米深的井底打上几盒满是油垢的污水，痛饮下肚。,0
”庄之蝶好不自豪，却认真他说：“除过牛月清，你可是我第一个接触的女人，今天简直有些奇怪了，我从没有这么能行过。,1
消防兵们一进院门，便熟门熟路地将一袋袋苹果、、雪梨等水果挨门挨室给每个老人送去，消防兵们一口一个“大爷”叫得好亲切，并—一询问老人家“身体怎么样”、“生活好不好”，老人们笑盈盈地—一作答，一位姓李的大爷拉着战士徐进的手说：“你来我们这里已三年了，今年要退伍了”徐进回答说：“是的，今天我们是特意来向你们告别的。,1
整天天南海北四下飞，好风光、惬意，可是说来说去就是那几句话，唱来唱去就是那几支歌。,1
这口冤气蹩在心里，好容易日本投降了。,0
”口气好不狂妄！但通天观却一点反应也没有，似是根本没有听到，过了半晌，依然一点动静也没有。,1
”“这边冲晒照片好不昂贵。”“小意思耳，务必使令堂大人老怀大慰。,1
碧嘉被他逗得笑了起来，打了他一下，说：“素姿好不讲理，她迫着问我，你是不是我第一个爱人。,0
一次陪朋友到一家超级市场购物，朋友左挑右挑，好容易选中一件从款式到颜色都理想的衬衣，一问价格，售货小姐的回答使这位朋友大吃一惊，因为价格比他想象的要便宜许多。,0
“文革”时，知识分子生活在屈辱中，这个“砸烂狗头”，那个“斗倒斗臭”，被训过来训过去，什么难听话都听过，好不容易熬过“文革”的严冬，不幸还有恶言恶语扑面而来。,0
好不风流！好不惬意！,1
一盘盘让人垂涎三尺的菜肴、一缸缸珍藏多年的美酒送到众人面前，所有人随性的席地而坐，大口吃肉喝酒，好痛快。穿着艳丽彩衣的舞姬和几名赤裸上身的男子来到殿中，随着煽情的乐音跳起求欢舞，看得人脸红心跳。,1
好容易挨到天亮，我抱起用棉被裹好的女儿冲出了家门。,0
”杨姓妇人好不惋惜。“一定。,1
而其实她老早回到这里，安全的、干爽的、暖和和的，而且又吃又喝的，好不痛快。他爬撑成跪姿，泥浆从他的头上流下来，在面颊上留下一条条的痕迹。,1
”莫继尧好吃惊，他从没料到丁剑舒会怀孕。,1
自从里根夫妇搬来以后，这里成了观光名胜之一，每到周末，每隔十分钟就有一辆观光车来访，好热闹。但是里根也遇到了许多麻烦，美国传记作家吉蒂·凯莉在新书《南希·里根外传》中揭露里根夫妇的私生活及性格当中的不甚光彩的层面，甚至里根的女儿帕蒂也写书揭露里根夫妇丑陋的另一面。,1
笔者在溪滨公园看到，独具地方特色的德化窑瓷、永春木刻等藏品琳琅满目，前来淘宝的爱好者熙熙攘攘，或捧着藏品细细鉴赏，或围着主人讨价还价，或三五成群交流研究心得……现场好热闹。据了解，为丰富人民的文化生活，宣传《文物保护法》，促进藏品交流活动，提高收藏爱好者的鉴赏水平，德化县成立了福建省收藏家协会永春古玩字画活动交流中心，并开展了以德化窑瓷交流研究等为主要内容的系列活动，一个以交流、研究德化窑瓷等藏品的市场正在形成。,1
“乡亲和孩子们好不容易盼来了我这名正规教师，我不能让他们失望。,0
好容易找到一家表示可以收的，一问报价，车辆残值大概只剩下新车的40%左右。,0
方歌吟原想驰出襄阳城，先回去拜祭父亲，再追查血河车下落，但襄城人多，水不通，方歌吟只好放慢走，一面观赏街上的东西，也非常赏心悦目，只见街边，有的打铁，有的卖药，大人小孩吵成一团，好不热闹。,1
綄邻僵直的坐下，觉得好不真实。他也跟着坐下，动作中充满天生的贵气，让綄邻更觉难挨。,0
‘寒泉冰’一个翻身，天马掠空，已飞过他头顶，挡在前头，目中凶光闪闪，宛如藏着什么妖魔鬼怪，好吓人：“干什么？,1
这块气象事业的空白，好不容易才填上，如果我也想走，你也想走，这个‘天下第一气象站’还要不要？,0
她打小就聪明过了头，知晓四处攀关系，这个爷儿叫干爹，扯着那个爷儿就燃起三柱香结拜喊大哥，叔叔伯伯唤得可亲热，连丐帮帮主都成了她兄弟，一窝子乞丐全挺她，在扬州城好不威风。,1
可是他并没有因知道了这些感情而变得更快乐，他的心房不知何故时常揪锁着，感觉他所得到的这一切好不真切，就像是喜乐发上晶莹的露珠，在朝阳自大街的那一角闪映过来时，就将消失。,0
※※※是夜，留香院内灯火通明，衣香鬓影，好不热闹。“赵大爷，您好久没来啦。,1
想着想着，胸口传来窒涨感，又胀奶了，撑得内衣好不舒服，晋升为人母之后，自己好像比同年少女老了许多，会不会？,0
路，又滑又陡，有时好不容易爬上了坡，稍不留神就跟坐滑梯似地溜到坡下。,0
她东奔西走，好不容易筹措到了一笔资金，并开始筹划MTV《庄稼汉》。,0
我好容易在街角找到一个修水电的独干户，说了一筐子好话，总算把他请来了。,0
解放初期，王稳庄等村曾经屡次联合，企图挖一条河引进淡水来大量种稻，但由于单干的力量薄弱，村和村之间又存在着严重的矛盾，仅河身占地的问题就难以解决，好容易测了一条曲曲弯弯的渠道，但阻碍重重，结果也没有修通。,0
这人原本生得极是威武，虬髯满脸，但因严刑拷打后，一张脸全裂了，眼睛也歪了，左边的眼珠，被打出了眼眶，吊在脸上，好恐怖，腮上的如就黑须，也被烧得七七八八，但他被锁铐在那里，神态间仍有一股凛然之威。,1
坐在上面，或听音乐闭目养神，或看书读报，好不自在。吊摇椅：既是秋千也是摇椅。,1
他坐在驭座上，侧身对着车上的乘客，忽而握着长鞭的柄，忽而握着长鞭的梢，显然想说些文雅的话来炫耀他的知识，“他买了一辆大马车，配上三匹草黄大马，带着太太一起兜风，嘿，好不威风！”他继续说。,1
”钟灵顺口一说，一旁的木婉清却刮着脸蛋笑道：“钟灵，你这小鬼好不怕羞，这种话也说得出口！,1
＂清流好不意外，＂我正是。,1
许多久经战乱的国家，好不容易获得了和平，却因到处是地雷，以致难民无法回归，交通无法恢复，生产无法进行。,0
别瞧他这男子一脸的不苟言笑，但找从成婚之后，那笑容的次数可是愈来愈多了，让执事的管家好不惊讶——这男子便是裴穆清。,1
不知她吃了多少苦头流过多少眼泪，好不容易到25岁嫁了人，有了自己的小家，可日子过的仍是这么不容易。,0
小钟儿心更乱啦，好容易盼到课上完，小先生却把他叫到黑板跟前，她笑着对大伙说：“我给大伙念个快板吧！,0
赖子好不委屈，将一双绝望的眼睛干巴巴地投向凶神恶煞的年轻长官，盼望他能收回圣旨。,1
我们好不容易地穿过拥挤的人群，登上印度朋友准备好的小木舟。,0
”她好奇地打量这翠绿的玉佩，瞧这上头还刻了一横一竖的不知什么东西，好乱哉，八成是某个图形吧？,1
张立学睁开眼，好容易坐起来，说：“不用哭，我一半天死不了。,0
教人好不恶心。你不爱看吗？,1
人民好容易盼到抗战胜利了，可是蒋介石又勾结美帝国主义发动内战，蒋宋孔陈四大家族疯狂的掠夺，地主恶霸横行霸道，苛捐杂税，人民连混合面都吃不饱……所有这些在吴祖光看来，当然也不算是“乱”了。,0
“器官捐献，要经过所有直系亲属的签字同意，有时好容易做通了工作，但旁系亲属来一番议论，事情‘反转’的可能性也很大。,0
好容易从楼上请来技术员给解决问题，没想到，回答是一口一个“可能性”，“可能是操作工人手汗多的缘故吧”，“可能是卷绕时卷偏了”，“可能是切纸切得不干净或切偏了”，“可能是粘贴剂抹得太多了”，“可能是浸渍料不干净”等等，这么多猜出来的可能性，当然不解决问题。,0
这一掌的力道好不威猛，手掌起落处，一片丝丝劲风之声，那凶手的脸色不由微微一变。,1
发了几十张请柬，邀请一大批亲朋好友，置办了十几桌酒席，山珍海味好丰盛，宾主觥筹交错，笑逐颜开，祝福声阵阵，欢笑声盈耳，猜拳、行酒令声此起彼伏，鞭炮声震耳欲聋。,1
”阿烈一个箭步上前，大掌箝住玛姬的颈项，眼睛瞪得如牛眼般大，好不吓人。玛姬不敢说话，事实上她是说不出话来，她的颈项遭到箝制，连气都快喘不过来，焉能说话。,1
她又想起矿井经理的老婆和女儿们，她们的网球聚会，她们的争风吃醋，好不可怕。还有肖特兰兹以及它那毫无意义的名望，克里奇家一群毫无意义的人。,1
燕子双手挥动着一面五星红旗，好不威风。发令枪砰然打响。,1
大家敞胸露怀，你听我的，我听你的，礼尚往来，好热闹。“老焦，梅迎说我有心脏病，几种杂音都有。,1
我们一早从华目体育场出发，中转孟通他尼体育馆，好不容易到了集中了17项比赛的法政大学，已近中午了。,0
拿着好不容易才得到的登机牌，大家一点也不敢怠慢，急急赶往登机口。,0
’“晚上，好容易等着姐姐回来了。,0
从步兵火器下侥幸地钻出来的敌人好容易逃到山的背后，迫击炮、六零炮弹又追击上去了。,0
”“这……”他一副好为难的样子。,1
有一年，家里好不容易积了点钱，想给她做件海昌蓝大褂穿。,0
在失业人员中，有不少是不久前刚从大学毕业的学生，他们好不容易才找到一个工作，但是，不到几个月就被解雇了。,0
皮果提先生见了我们两人好不得意，好不开心，简直不知说什么好，也不知做什么好，只是一次又一次地和我握手，然后又和斯梯福兹握手，然后把他一头乱蓬蓬的头发揉得更乱，然后那么高兴和得意地大笑。,1
然而，好不容易修好的路，却没有得到很好的管理维护，许多村级公路已面目全非：有人把公路两旁护路石抬走，有的人竟在公路当中修房造屋。,0
不仅是每次排队排得很长，并且好容易盼来了一辆汽车，不是挤不上去，就是车子到站不停。,0
第三局，中国队好不容易获得一次满垒的战机，离得分仅有一步之差。,0
好容易把射箭选手盼来了，老人长吁了一口气，又端端正正坐在榆树丛中，随着弓弦的响动，一片一片地摘着榆树叶，两眼紧盯着射箭手不放。,0
《红楼梦》第六十二回里有这么一段故事：一天，正好是贾宝玉、平儿和薛宝琴几个人的生日，大家凑份子，在红香圃吃了一顿，吃酒，行令好不快活。人散后宝玉回到怡香院，芳官正因大家吃酒没有理她在闹情绪。,1
”原本微笑的宋夫人脸色一沉，黑压压的好吓人。“不要跟我提这些低三下四的人。,1
”殷红接口，好不高兴，这表示她看起来还非常年轻呢！,1
再想想自己六岁死了娘，好不容易熬到解放，成了家，好日子刚开始，她的眼睛又瞎了。,0
好容易才算缠完了绷带，张继祖抢先问道：“到底要紧不？,0
例如：“经过多年打拼，好不容易才挣下这份家当”。,0
”我们又重新游了起来，在水中又是追逐，又是嬉笑，玩得好开心。游累了，我就躺在沙滩上的遮阳伞底下，他坐在我的身边，静静的看着我，用手指在我的皮肤上轻轻的划着，我张开眼睛来，我们深深的注视，痴痴迷迷的相对而笑。,1
”莹枫惊奇的看着依莎贝拉滴落的水珠，一颗颗的在太阳下好不耀眼。也难怪莹枫会好奇的看着依莎贝拉的眼泪了，因为妖精族中除了人鱼之外是不会流眼泪的，能够看到传说中的泪水实在是教她兴奋。,1
好不容易盼来了全国解放。,0
他住在那儿，依然象往日那样过着很阔绰的生活，今天请这班朋友来喝酒，明天邀那批朋友聚餐，真是好热闹。到了五月初，有一天天气很好，他又想起了他那无情的冤家，就吩咐仆从全部退去，由他一个人独自去沉思默想，他昏昏闷闷，一步一步走去，最后不觉来到一座松林里。,1
宜室发觉他们都是同一个心态，走的时候好不匆忙，一副大祸将临的样子，到了那边，定下神来，回头一看，咦，怎么搞的，一点也没有陆沉的意思，风和日丽，马照跑，舞照跳，于是心痒难搔，忍不住打回头来看看你们这班人到底还有什么法宝……,1
“迟……”萧菁菁泫然欲泣，好柔弱。“杨迟。,1
眼望着外面的茫茫雪野好兴奋，出人意料地还“咴咴”叫了起来。,1
否则，不仅白白浪费了资金，还会将好容易保留至今的古镇风貌资源付诸东流，百害而无一利。,0
“辛辛苦苦闹腾两三年，好不容易积累一些钱，眼看归公社，实在心痛。,0
”忽地轿内传来惊呼，好不吓人。雪无霜慌慌张张的，未待皇轿停下来，便直奔飞出轿外，全身抖颤，像大祸临头，怕得要命似的。,1
母亲劝我，“你爹好不生气。其实你年纪很轻，找对象……唉，人家张敏仪还没结婚，你急什么？,1
好不容易找到一位扳道工，才知道已是大年除夕。,0
本来，在9月21日的欧共体外长和农业部长理事会上，与会者经过激烈讨论，好不容易达成妥协，把球踢给华盛顿。,0
自从里根夫妇搬来以后，这里成了观光名胜之一，每到周末，每隔十分钟就有一辆观光车来访，好不热闹。,1
”还有些经济落后的地区，为改善本地经济建设的环境，好不容易筹资贷款修了路、架了桥，便思设卡创收。,0
”铁罗汉道：“帮有帮规，会有会章，沙道长也是江湖上人，这话说得好轻松？”沙天佑哈哈大笑道：“就凭两位在沙某面前拿人，那也未免太不自量了？,1
好容易到六月下旬才下一场大雨。,0
好容易到了下午，警报解除，我们经过珠江北岸的长堤各自分手，他们赶紧回《救亡日报》写报道发稿，我回省府上班。,0
就在切尼访问唐宁街的那一天，７０名议员联合签署的一份“深表不安”的动议书送到了唐宁街１０号，令布莱尔好不尴尬。此外，美国副总统切尼访问中东１１国时遭到的冷遇，使“烫手山芋”变得更烫手了。,1
2006年春节刚过，王友仁夫妇带着好容易凑起来的几千元钱，来到了第四军医大学口腔医院。,0
可亲戚们硬是十盘八碗的，先鸣鞭接，后放炮送，好不隆重。一位老公公担心我们深夜过河到他家不方便，在晚上１１点多钟划船摆渡过河，把做好的酒送到主人家，热了之后，摆上满满一桌，非要尽到“心意”不可。,1
”方女士好诧异，“你还记得旧时？,1
船长朱大相全神贯注，紧把舵杆，好不容易地使大船靠上了第一只小船，大家奋不顾身进行抢救。,0
好不容易回趟家，说着说着话就睡着了。,0
”可薰笑得好甜蜜，“什么污点不污点的？,1
”秦琬琬正在气头上，又听这小泵娘满嘴胡说八这，口口声声“铁蛋”叫得好亲热，心中竟冲上一再要说话带刺，小心本姑娘教训你！,1
李言梓在一旁幸灾乐祸，好不快活。“舞舞乖，你不能同时嫁两个。,1
宁愿机关少住房　先为学校建大楼　泸溪县教委把建房专款让给教师进修学校宁愿机关少住房　先为学校建大楼泸溪县教委把建房专款让给教师进修学校本报讯　记者景险峰报道：机关干部住房紧缺的湖南泸溪县教委，1984年好不容易盼到上级拨来的13万元建房专款。,0
他说，他小时候上不起学，家里送他去学徒，又没钱给人送蒲包，好容易才到一个毛线小作坊学徒。,0
但杨某与吴某一来二往后，便勾勾搭搭，好不亲热。更离奇的是，有一次，杨某竟拿着斧头冲到朱某家里，威逼朱某和吴某离婚。,1
这车子上的八百多个人，每一个人都是一条路，这些路上洒着汗，洒着眼泪，洒着血，好容易今天才走到了这里……”　我没有侧过脸去看他，我听到了他的声音：“付的代价真不小呵！,0
”又听马必施哼道：“你这人好糊涂！杀了他，那还怕他的第四个堡？,1
在牢房中打得好不灿烂之际，却正是萧秋水已闯入牢中心之时。,1
好不容易到了崖下，在黄兴明曾目击的“华南虎”卧身地附近，我们惊喜地看到了两个较明显的大猛兽足印。,0
只有在台湾开车，靠哪边走都行，左右逢源，好快活。”我一听这小子语带讽刺，卷起袖子，就要动粗，他曰：“老头，不要耍赖，你前年被撞，那辆车子是靠哪边走的？,1
某新企业为了做好第一批出口至新加坡的衬衫，夜以继日加班加点，好不容易赶在交货期内完成，急匆匆来报检，检验员朱霆、王林魁在检验中发现，其印上商标图案，不符合出口纺织品标识查验管理规定，不能予以放行。,0
”“老史，你好不刻薄的。,1
今日是田冬的大喜之日，偌大的聚义酒楼，上下三层楼酒席摆的满满的，连斜对面衡山派开设的衡阳客栈也包了下来，中间大街上也都摆满了数百桌酒席，挤满了黑白两道的武林英豪，加上来看热闹的衡阳居民，整条大街万头钻动、人来人往的好不热闹。,1
王委员来了，见到你好不容易呀！,0
”李育台好意外。“那是妈妈教我的，她说：别处一样有可爱的人，好玩的事，不必老守在一处不开心。,1
但好容易等到平阳矾矿可以垄断明矾市场价格时，非法个体采矿又死灰复燃。,0
我一手托着孩子的头，一手攥着车把好容易才骑到家。,0
好多次，当他们在千头万绪的线索中好容易联系上受访对象时，等待他们的往往是拒之门外或婉言谢绝。,0
经过3个多小时的奋力挖凿，35岁的中科院生态环境研究中心研究员方精云，好不容易在坚硬的海冰上，凿出了一个1米多深的大坑，接着开始分层取样。,0
记得1945年，我家六口没有过年米，逼得请人担保，好容易才向地主借了六担谷，一担老本要还一担利息，不凑巧第二年天旱，一年累到头，反而老债加新债。,0
这时候，天色已经完全黑下来，蛙声和虫声一唱一和，好不热闹。晚风吹拂着，星光映照着，人也觉着凉爽。,1
真是好惬意！真是超级王八蛋一个！,1
好容易搞出点成果，发表论文时还得在收尾处郑重声明说：“本研究是承某某财团慷慨支援而完成，特此致谢！,0
张家玫一见许开明，惊讶无比，“你好不憔悴，怎么一回事？,1
一种意见认为：青年人虽然有一些文化，但是种起地来不管用，还是让他们先扛两年大镐锻炼锻炼再说；另一种意见认为：村里好容易才有了一批识字的人，现在集体生产发展了，推广、掌握技术，会计、统计，做宣传工作，样样离不开识字人，因此主张放手使用他们。,0
好不容易把货送来了，也只是在楼道门口一放走人，消费者还得自己找人把商品抬回家。,0
“五一”期间，记者在有合肥“菜篮子”之称的周谷堆蔬菜批发市场，看到这里到处是堆积如山的各种时鲜蔬菜和水果，运输车辆进进出出，好不热闹。,1
走进店里，只见顾客在琳琅满目的货架前观赏着，挑选满意的放进篮子，好不惬意。过去唠叨了二十多年的服务态度问题，也冰消雪化了。,1
好不惬意！春天，他们携手河边，看山下的水，看水里的山，看一片片白云漫柔地穿过太阳的红发。,1
”场上你来我往，又拉又扣，好不精彩！过了一会儿，陈光毅对袁启彤提议说：“我们俩合作，跟她们打一场，怎么样？,1
”李存孝好难受，道：“姑娘……”韩飞飞浅浅一笑，柔婉动人，道：“别说了，现在谈谈眼前这件事，我认为这个冒充张远亭的人就是当年杀害你双亲的人，至少他也该跟那些人有关，你以为对不？,1
眼看着国外选手在各种国际、国内哪怕是俱乐部间的比赛中竞争得好不热闹，中国泳军在本次奥运选拔赛前后只是埋头苦练，奥运会前几乎没有任何参赛计划。,1
她在张宇初身边，天下更无人能动她分毫，虽说是如此，可心仍如被双巨手凭空攫去一般，好难受。茫然痴立之时，十几人已来至近前。,1
光是开垦成茶园的丘陵地就是以一座座山头计，嘉南平原上有好几百亩的田地也是租给农户耕种，甚至手握台湾当时香蕉作物的大盘市场，“金鹏”货车往来于崎岖的道路上，熙熙攘攘的车阵，好不威风。,1
紧接着又有人出面捍卫葛剑雄先生的观点，一时好热闹。在我看来，这样的争论实在有些无谓。,1
沈若鱼下得山来，往脸上涂了厚厚的“面友”白霜，照了镜子，自以为可鱼目混珠，不想叫老护士火眼金睛洞穿，好不晦气。加之鉴定一说，确实切中要害，一时间眼泪汪汪。,1
”好不意外。“我来送水果给你，管理员说有形迹可疑男子同你去喝咖啡，我不放心，便跟了上来，那是谁？,1
苦妹子见到方妈妈，好容易一家人团圆了，方妈妈发现她患着血吸虫病，苦妹子着急地奔回血防站去求治，她又一次奔过绿油油的稻田，奔过白茫茫的鱼塘，奔过杨柳依依的堤坝，奔过水静如镜的莲池，景色还是跟刚才一模一样，可是冬哥已经不再在她的身边，她的美梦像肥皂泡儿一样破灭……这个构思也是从《梁山伯与祝英台》的“回十八”一场戏（梁山伯离家访祝英台，一路经过从前的游迹，回忆起过去送别的情景）化出来的。,0
这一顿我吃得很多，因为尽量争取不说话，吃得撑着肚子，穿着礼服的时候，好辛苦。傍晚，我们被接到皇宫，先出席酒会，皇宫气派万千，金碧辉煌，到会的尽是显贵，我无心周旋，目光四下搜索，我等的人在哪里？,1
这一跤摔的好不疼痛，一时间抚着脸，怔怔的愣在地上。,1
工厂好不容易交出第一张订单的货，流动资金又出现困难。,0
那位年轻姑娘及其女友开始几天以为会被大旅店的娱乐场逐出门外，可后来见一切均得到妥善解决，好开心，遂向把她俩撇在一边的家长们炫耀，显示她们决不会受到任何制裁，完全可以为所欲为。,1
一位供职外企业、经常“的来的去”的白领说：出门潇洒行，好不舒服。,1
刚才他提鞭打我，我开始时还不提防，吃了他这几下，头上脸上火辣辣的痛，血也流出来了，口里腥腥甜甜的好难受。我一气之下，夹手夺过他的鞭子，也‘噼呖啪啦’的打还他……”吉儿全身一震，道：“什么？,1
”我好不容易又来到这三个山头，他分别抓了两把土让我比较。,0
好不容易赶上放长假，广场上又有商品展销，一家人来城里看看新鲜，留个影，吃吃馆子，买点衣服和日用品。,0
突然，湘君开门回来，她身后跟着容觉生，两人疯疯癫癫的进门，有说有笑好甜蜜，一对热恋中的小情侣模样。,1
我跟着我妈东奔西逃，好容易在辽阳租了一间破房子住下来。,0
我朝着胖警察龇牙咧嘴，好愤怒。胖警察曲解我的意思说，是不是美女们太闹，不好甄选？,1
好不容易打造出一个有血有肉、有情有义的崔中石，因为解释不通的暴露，大打折扣。,0
许多地方过去好不容易建立起来的科技网络，出现了线断网漏的现象，这对发展农业很不利，要引起充分注意。,0
书摇摇欲倒，好危险。我往后退一两步，看看效果如何。,1
而且这次美加举行的“自由贸易”谈判是双方经过一年多时间酝酿、磋商，好容易才得以开始的，谁也不愿轻易作罢。,0
但又想这些年好不容易才喘过气来，养殖场已具备一定规模。,0
2001年10月，杨长祥好不容易才凑足1000元钱，坐了4天火车，赶到莆田……10月18日，方秀梅在莆田汽车站送小武起回贵州老家。,0
打守球的不甚知名的美国选手英—苏恩·布申在这场比赛中守得很稳，迫使惯于打干脆利落的快攻球的张德英不得不多次提拉过渡，但是好容易找到一个机会扣上一板，却又常常被对方稳稳削回，于是又得重新提拉，创造机会。,0
妇哭曰：“我的天，只为几分银子，累你跑到东又跑到西，好苦呀！,1
去年的经验不能丢，对好不容易赢得的物价稳定局面要格外珍惜。,0
好容易在我们吃过晚饭后，大约是傍晚7时光景，来了一辆小轿车和那时还是个小伙子的罗青长同志，把我们接进夜景如画的中南海，到了总理的办公室。,0
”“你好周到。”“我知道你忙呀。,1
水晶帘（图片）水晶帘〔摄影〕　傅连胜向着闪光的远方向着闪光的远方西中扬登终于登上了峭拔的山巅，好不容易甩掉了攀援的艰难，尽管刺丛中还留着血渍，换来的却是心胸的分外舒展。,0
今年上半年，国产手机品牌好不容易占据了市场半壁江山，手机制造业的黄金时期却转瞬即逝，我们的产业周期为何这么短？,0
再说皇太后下的懿旨，圣上爷也不得不从，几个府的贝勒爷又联手帮衬咱们大阿哥，吵得圣上好不头痛，听说已经懒得管这些爷们的事啦！,1
他一手抓住王莲子的衣服，一手划水，好容易游到了岸边，一个漩涡又把他们卷入激流里。,0
他跟姜文洙好容易从人缝中挤出来，喘了一口大气，把帽子往下按了按，一直往前走。,0
“你看，网站主页右边有个‘向导式服务’栏，点击选择中间的‘申请再生育’，然后依次选择女方户籍地、是否独生子女、首个孩子是否健康等选项之后，就可以专门生成一个适合我们的事项，要准备哪些材料、办理起来是个什么程序、哪些街道办负责这个事，都可以清楚明白地看见，省得像以前那样还要一趟趟跑去排队，好不容易排到了又因为材料不全而办不成。,0
南昌：建设美丽的湖中之城（中）自从坐落在南昌市中心的八一公园免费对外开放和拆墙透绿以来，南昌通用机械厂的退休工人李传得和他的老伙计们每天都来到风景秀丽的百花洲休闲，好惬意。他们感慨：南昌越来越美了，他们的心情越来越舒畅了。,1
三年前，我和爱人省吃俭用，搬回了一台彩电，为休闲找到了伴侣。一家四口三代人茶余饭后围在电视机前，悦目赏心，好自在。,1
“温婉的性情、甜美的笑容，她蕙质兰心得可说是人间极品，完美到叫人捶胸顿足，但是——一哭长城动，二哭山河裂，三哭惊天地，她的哭功无人能及，随时随地像个受尽委屈的小媳妇儿，只要一点点小触霉，她都有本事哭得让人以为一家老小死光光，好悲惨。而她是三人之中，气质最“大家闺秀”、最“正常”的女人。,1
”里格比大妈好不开心，不断吩咐道，“这可是你的命根子，俺不骗你。,0
我们党已经拥有六千三百万党员，这么大的队伍要管理好不容易。党内确实存在一些同党的性质、宗旨不相符的突出问题，如果我们不下最大的决心加以解决，就会带来严重的后果。,0
”“这句话好不老土，”我说，“怎么会出自你口，以前贵同行多数没个打算，做一日算一日，的确不是理想的终身对象，此刻靳志良不但一表人才，私生活严谨，更有生意头脑，投资的几问工厂生意蓬勃，他不论才与财，都胜我百倍。,1
他一说，庙上就不知怎么挤满了人，人们还你问一句他问一句，到末了玉宝并一边说一边心虚得哭哭啼啼地，一个劲求大伙宽大他处理他；但周围人们却咬牙切齿地喊扣喊送政府，柳沟家还非要伸出旱烟管揍他，亏得拴成扁小们好容易才把大伙安静下来。,0
他想：“灾难深重的中国人民，好容易建立了自己的国家，有了自己的政府。,0
为运送水泥，10多名干部、战士驾驶着货车，冒着滑进雪谷的危险，靠牵引车前拉后推好不容易翻过了雪山，又陷入泥泞。,0
阿娜依斯自以为隐藏得很好，没想到杜·夏特莱会撞来，好诧异，在三点左右接见了他。,1
神气与丧气神气与丧气陈功为了认识夜色中洛杉矶的面目，在《洛杉矶时报》实习的日子，经朋友介绍，兰帕特警察分局好容易才答应让我跟警察一起夜巡。,0
穿过前院，走进大厅，便听得一阵阵呼吆喝六之声，好不热闹。这种声音对小仙来说，是多么的亲切、诱惑，使她如同酒鬼闻到了酒香，馋猫闻到了鱼腥，饿狼见了肥羊－－－－－总而言之，这声音令她全身每一个细胞，都突然兴奋起来。,1
莫问好快乐，不远处的笑梦儿却好快乐，也不知为何，每一次笑梦儿感到莫问快乐，他便心头郁结不快。,1
